"data";"THB";"USD";"AUD";"HKD";"CAD";"NZD";"SGD";"EUR";"HUF";"CHF";"GBP";"UAH";"JPY";"CZK";"DKK";"ISK";"NOK";"SEK";"HRK";"RON";"BGN";"TRY";"ILS";"CLP";"PHP";"MXN";"ZAR";"BRL";"MYR";"RUB";"IDR";"INR";"KRW";"CNY";"XDR"
2022-04-19;0,1272;4,2887;3,1688;0,5467;3,4073;2,9007;3,1429;4,6361;1,2422;4,533;5,5924;0,1467;3,3422;0,1897;0,6232;3,3021;0,4861;0,4487;0,6136;0,9385;2,3704;0,2926;1,3247;0,5252;0,0818;0,2167;0,2915;0,9216;1,008;NA;2,9907;5,6228;0,3463;0,6721;5,8235
2022-04-20;0,1264;4,2708;3,1745;0,5446;3,3992;2,8979;3,1287;4,6295;1,2473;4,5049;5,565;0,1467;3,326;0,1894;0,6222;3,321;0,4867;0,4515;0,6122;0,9366;2,367;0,2912;1,3208;0,5209;0,0815;0,2135;0,2842;0,9152;0,9962;NA;2,9749;5,5901;0,3456;0,666;5,843
2022-04-21;0,1259;4,2596;3,1729;0,543;3,4152;2,896;3,1289;4,6523;1,2515;4,4913;5,5636;0,1467;3,3262;0,1906;0,6253;3,347;0,4863;0,4537;0,6153;0,941;2,3787;0,2901;1,3218;0,523;0,0813;0,2124;0,2797;0,9216;0,9928;NA;2,9696;5,5934;0,3444;0,6608;5,8668
2022-04-22;0,1265;4,2935;3,1356;0,5472;3,3888;2,8654;3,1424;4,6361;1,2496;4,493;5,5327;0,1467;3,3472;0,1904;0,6231;3,3353;0,48;0,4503;0,6131;0,9374;2,3704;0,2914;1,3198;0,5205;0,082;0,2114;0,2758;0,9288;0,9932;NA;2,9905;5,6186;0,3457;0,6615;5,819
2022-04-25;0,127;4,3188;3,0975;0,5504;3,3927;2,8572;3,1425;4,6405;1,2438;4,5047;5,5054;0,1467;3,3707;0,1902;0,6238;3,3337;0,4792;0,4486;0,6138;0,9387;2,3727;0,2924;1,3158;0,5158;0,0824;0,2116;0,2759;0,9007;0,9913;NA;2,9872;5,6325;0,3452;0,6582;5,8348
2022-04-26;0,1269;4,3469;3,1302;0,554;3,4128;2,8824;3,1653;4,6429;1,2342;4,5294;5,5299;0,1467;3,3994;0,1901;0,6241;3,3499;0,4739;0,447;0,614;0,9386;2,3739;0,2939;1,3194;0,5145;0,0832;0,2145;0,2761;0,8912;0,998;NA;3,0164;5,6725;0,3466;0,6642;5,8474
2022-04-27;0,1293;4,4453;3,1786;0,5665;3,4608;2,9206;3,2214;4,7076;1,2378;4,6042;5,5744;0,1467;3,4735;0,192;0,6327;3,4014;0,4795;0,4508;0,6226;0,9517;2,4069;0,3;1,3428;0,5249;0,0852;0,2178;0,2801;0,8892;1,0196;NA;3,0823;5,7998;0,3511;0,6776;5,9687
2022-04-28;0,1294;4,4613;3,1822;0,5686;3,4802;2,906;3,2174;4,6915;1,2432;4,5921;5,5924;0,1467;3,407;0,1915;0,6304;3,3947;0,4784;0,456;0,6202;0,9481;2,3987;0,3015;1,3458;0,5268;0,0853;0,2186;0,2808;0,8986;1,0212;NA;3,0774;5,8282;0,3504;0,6747;5,9787
2022-04-29;0,1288;4,4072;3,1505;0,5616;3,4567;2,8747;3,1926;4,6582;1,2353;4,5504;5,532;0,1467;3,387;0,1898;0,626;3,3804;0,4744;0,4507;0,6154;0,9411;2,3817;0,2972;1,3272;0,5137;0,0841;0,2172;0,2775;0,8923;1,0131;NA;3,0401;5,7699;0,3503;0,6687;5,953
2022-05-02;0,1293;4,4454;3,1377;0,5665;3,4519;2,8642;3,2086;4,6806;1,2379;4,576;5,5894;0,1467;3,4177;0,19;0,6292;3,3967;0,471;0,449;0,6192;0,9461;2,3931;0,2987;1,3294;0,5215;0,0849;0,2178;0,2809;0,894;1,0211;NA;3,0665;5,8148;0,3507;0,6723;5,9698
2022-05-04;0,1295;4,4456;3,1648;0,5664;3,47;2,8677;3,2173;4,6777;1,2345;4,5333;5,5631;0,1467;3,418;0,1897;0,6287;3,3946;0,4736;0,45;0,6196;0,9455;2,3916;0,2997;1,3237;0,5197;0,0846;0,2193;0,2808;0,8963;1,0212;NA;3,0666;5,8217;0,3512;0,6719;5,937
2022-05-05;0,1292;4,4017;3,1771;0,5608;3,4507;2,868;3,1944;4,6658;1,233;4,4995;5,5223;0,1467;3,3936;0,1896;0,6271;3,3859;0,4743;0,4508;0,618;0,9428;2,3856;0,2964;1,3023;0,5157;0,084;0,2192;0,2817;0,8946;1,0125;NA;3,0363;5,7716;0,3496;0,6652;5,9438
2022-05-06;0,1294;4,4502;3,1543;0,5669;3,4645;2,8547;3,2118;4,6979;1,2352;4,5196;5,4914;0,1467;3,4113;0,1915;0,6314;3,4043;0,4699;0,4473;0,6237;0,9493;2,402;0,2979;1,3073;0,5161;0,0848;0,2206;0,2776;0,8848;1,0177;NA;3,0696;5,7899;0,35;0,6658;5,9794
2022-05-09;0,1294;4,4784;3,1355;0,5705;3,463;2,8406;3,2139;4,7059;1,2269;4,5074;5,4956;0,1467;3,4137;0,1876;0,6325;3,388;0,4683;0,4466;0,6247;0,9512;2,4061;0,2989;1,3048;0,5214;0,0851;0,2215;0,277;0,8819;1,0214;NA;3,0764;5,7812;0,3504;0,6655;5,9716
2022-05-10;0,128;4,4223;3,0809;0,5635;3,4049;2,7991;3,1848;4,6761;1,2341;4,4528;5,4564;0,1467;3,4002;0,1874;0,6286;3,3569;0,4595;0,4418;0,621;0,9456;2,3908;0,2904;1,2849;0,509;0,0844;0,2176;0,2746;0,8566;1,0091;NA;3,0379;5,715;0,3469;0,6585;5,9229
2022-05-11;0,1275;4,419;3,0953;0,563;3,4079;2,8015;3,1892;4,67;1,2307;4,47;5,4677;0,1467;3,4028;0,1869;0,6278;3,3525;0,4586;0,4431;0,6197;0,9436;2,3877;0,2888;1,2843;0,5098;0,0846;0,218;0,276;0,861;1,0098;NA;3,0358;5,7228;0,3469;0,6576;5,9246
2022-05-12;0,1291;4,4863;3,0832;0,5714;3,4436;2,7992;3,2145;4,6841;1,2239;4,502;5,4644;0,1467;3,4899;0,1844;0,6295;3,3626;0,4544;0,4424;0,6223;0,9466;2,3949;0,2915;1,2958;0,5204;0,0855;0,2197;0,2766;0,8732;1,0214;NA;3,0734;5,7883;0,3478;0,6605;5,9434
2022-05-13;0,1291;4,4849;3,0893;0,5713;3,4484;2,8011;3,2146;4,6679;1,2155;4,4843;5,4736;0,1467;3,4818;0,1881;0,6273;3,3414;0,4563;0,4444;0,6204;0,9435;2,3866;0,2898;1,3145;0,5181;0,0855;0,2224;0,2793;0,8735;1,0206;NA;3,0692;5,7962;0,3499;0,661;5,9782
2022-05-16;0,1286;4,4785;3,0979;0,5705;3,4655;2,8092;3,2134;4,6724;1,2147;4,4582;5,4799;0,1467;3,4614;0,1891;0,6279;3,3542;0,458;0,4451;0,6214;0,9443;2,3889;0,289;1,3134;0,5205;0,0852;0,2232;0,276;0,8849;1,0183;NA;3,0648;5,7594;0,3486;0,6591;5,9874
2022-05-17;0,1285;4,4379;3,1219;0,5654;3,4643;2,8257;3,2021;4,6558;1,201;4,4542;5,5377;0,1467;3,4307;0,1884;0,6256;3,3713;0,4602;0,4466;0,619;0,9411;2,3804;0,2795;1,318;0,5174;0,0848;0,2222;0,2766;0,8769;1,0113;NA;3,0298;5,7215;0,3489;0,6578;5,955
2022-05-18;0,128;4,4279;3,102;0,5641;3,4466;2,8113;3,192;4,6528;1,2078;4,4395;5,4797;0,1467;3,4265;0,1883;0,6252;3,3594;0,455;0,4445;0,6177;0,9402;2,3789;0,2779;1,3198;0,5203;0,0845;0,2223;0,2773;0,8965;1,0074;NA;3,0147;5,7066;0,3493;0,6561;5,9105
2022-05-19;0,1278;4,4231;3,0888;0,5636;3,4452;2,8014;3,1872;4,6429;1,2028;4,5303;5,4796;0,1467;3,4597;0,1879;0,6239;3,333;0,4497;0,4421;0,6158;0,9384;2,3739;0,2769;1,2994;0,5175;0,0844;0,2213;0,2758;0,8902;1,004;NA;3,0024;5,6912;0,346;0,6537;5,9067
2022-05-20;0,1279;4,3832;3,0986;0,5585;3,4277;2,8095;3,1814;4,6366;1,2059;4,5061;5,4735;0,1467;3,4222;0,188;0,623;3,3237;0,4524;0,4422;0,6154;0,937;2,3706;0,2744;1,3056;0,5233;0,0839;0,2201;0,2766;0,8888;0,9984;NA;2,9916;5,6509;0,3454;0,6565;5,905
2022-05-23;0,1266;4,3369;3,0808;0,5525;3,3883;2,8058;3,1549;4,6171;1,207;4,4755;5,4524;0,1467;3,3999;0,1879;0,6205;3,3288;0,4501;0,4396;0,6128;0,9333;2,3607;0,2722;1,292;0,5185;0,083;0,2202;0,2741;0,8888;0,9884;NA;2,9556;5,5915;0,343;0,6509;5,8688
2022-05-24;0,1261;4,3071;3,0429;0,5487;3,3634;2,7675;3,1317;4,6107;1,2033;4,4723;5,3775;0,1467;3,3799;0,1868;0,6196;3,3099;0,4474;0,4392;0,6124;0,9322;2,3574;0,2672;1,2838;0,5186;0,0822;0,2166;0,2724;0,8945;0,9808;NA;2,9386;5,5467;0,3405;0,6454;5,8383
2022-05-25;0,1258;4,3069;3,0495;0,5487;3,3538;2,7868;3,1307;4,5955;1,1936;4,4727;5,3938;0,1467;3,3896;0,1866;0,6176;3,3085;0,4487;0,4373;0,6102;0,9296;2,3496;0,2636;1,2853;0,5187;0,0823;0,2168;0,2753;0,8936;0,9804;NA;2,9434;5,5531;0,3407;0,6453;5,7869
2022-05-26;0,1261;4,3189;3,0589;0,5502;3,3673;2,7938;3,1404;4,6135;1,1728;4,5003;5,4257;0,1467;3,4088;0,1871;0,62;3,3407;0,4501;0,4359;0,6123;0,9336;2,3588;0,2632;1,2891;0,519;0,0825;0,2183;0,2743;0,8953;0,982;NA;2,9516;5,5661;0,3413;0,6411;5,836
2022-05-27;0,1258;4,2966;3,0685;0,5473;3,3724;2,8028;3,1372;4,6102;1,1735;4,4814;5,4209;0,1467;3,3818;0,1866;0,6197;3,3383;0,4518;0,4368;0,6117;0,9326;2,3571;0,2621;1,2802;0,5215;0,0822;0,2178;0,2741;0,9007;0,9812;NA;2,9475;5,5322;0,3429;0,64;5,8187
2022-05-30;0,1251;4,2617;3,063;0,543;3,3577;2,7884;3,1172;4,5869;1,1671;4,4544;5,3821;0,1467;3,3481;0,1858;0,6166;3,3311;0,452;0,4359;0,6086;0,9278;2,3452;0,26;1,2828;0,5156;0,0814;0,2183;0,2748;0,9008;0,975;NA;2,9272;5,4954;0,3442;0,6397;5,7717
2022-05-31;0,1247;4,2651;3,0662;0,5435;3,3663;2,7828;3,114;4,5756;1,1613;4,4387;5,3783;0,1467;3,3341;0,1851;0,6151;3,3472;0,4532;0,4352;0,6068;0,9254;2,3394;0,2597;1,2766;0,5135;0,0813;0,2179;0,2738;0,8971;0,9735;NA;2,925;5,4902;0,3445;0,6407;5,7575
2022-06-01;0,1247;4,2817;3,0745;0,5457;3,3832;2,7846;3,1194;4,5891;1,1556;4,4531;5,385;0,1467;3,3069;0,1855;0,6169;3,3669;0,4561;0,4373;0,6091;0,9281;2,3463;0,2605;1,2873;0,5195;0,0816;0,2176;0,276;0,9049;0,9758;NA;2,9365;5,5228;0,3441;0,6396;5,7817
2022-06-02;0,1249;4,2931;3,0881;0,5472;3,3936;2,7912;3,1227;4,5876;1,1629;4,4689;5,3832;0,1467;3,3055;0,1855;0,6167;3,3511;0,4535;0,4379;0,609;0,9284;2,3456;0,2608;1,2866;0,5213;0,0813;0,2188;0,2769;0,8913;0,9773;NA;2,9643;5,5364;0,3433;0,6433;5,7779
2022-06-03;0,1248;4,2689;3,0998;0,5442;3,3982;2,7979;3,1111;4,5908;1,163;4,4547;5,3681;0,1467;3,2847;0,1859;0,6171;3,3485;0,4544;0,4398;0,6097;0,9287;2,3472;0,2586;1,2817;0,5249;0,0808;0,2187;0,2767;0,8899;0,9729;NA;2,9568;5,4977;0,3432;0,6427;5,788
2022-06-06;0,1243;4,2675;3,0857;0,544;3,3981;2,789;3,109;4,588;1,1795;4,4412;5,3655;0,1467;3,2635;0,1857;0,6167;3,3174;0,4548;0,4387;0,6099;0,9282;2,3458;0,2573;1,2832;0,5257;0,0808;0,2191;0,278;0,8934;0,9723;NA;2,953;5,4958;0,3414;0,6422;5,7749
2022-06-07;0,1246;4,2935;3,0843;0,5472;3,4082;2,7704;3,1193;4,5855;1,177;4,4;5,3644;0,1467;3,2345;0,1854;0,6164;3,3156;0,4522;0,4365;0,6088;0,9277;2,3445;0,2563;1,2876;0,5219;0,0812;0,2198;0,2784;0,8953;0,9769;NA;2,97;5,5236;0,3417;0,6437;5,7699
2022-06-08;0,1244;4,2904;3,0808;0,5467;3,4171;2,7628;3,1175;4,5817;1,1755;4,3834;5,3719;0,1467;3,2056;0,1851;0,6159;3,2986;0,4518;0,4371;0,6091;0,9265;2,3426;0,2503;1,2807;0,52;0,0811;0,2182;0,2788;0,8808;0,9765;NA;2,9604;5,5158;0,3413;0,6412;5,7788
2022-06-09;0,1241;4,2764;3,0746;0,5449;3,4042;2,76;3,1105;4,5826;1,1608;4,3696;5,3566;0,1467;3,1996;0,1856;0,616;3,2992;0,451;0,4365;0,6093;0,9264;2,343;0,2485;1,2833;0,5204;0,0808;0,219;0,2816;0,8728;0,9733;NA;2,9366;5,498;0,3408;0,6409;5,7418
2022-06-10;0,1249;4,3363;3,0923;0,5525;3,4093;2,7866;3,1413;4,603;1,1563;4,4292;5,4127;0,1467;3,2395;0,1864;0,6187;3,3428;0,4528;0,4375;0,612;0,9307;2,3535;0,2528;1,2854;0,5247;0,0817;0,22;0,2795;0,8841;0,9852;NA;2,9798;5,5697;0,342;0,648;5,7688
2022-06-13;0,1269;4,4209;3,0887;0,5632;3,4417;2,7904;3,1815;4,6313;1,1644;4,4594;5,4022;0,1467;3,2911;0,1874;0,6226;3,3391;0,4508;0,4374;0,6157;0,9364;2,3679;0,2565;1,2846;0,5234;0,0829;0,2205;0,2755;0,8861;1,0001;NA;3,0114;5,6637;0,3435;0,6567;5,8661
2022-06-14;0,1272;4,4478;3,084;0,5666;3,4446;2,785;3,2005;4,6548;1,1678;4,4967;5,4041;0,1467;3,3146;0,1881;0,6256;3,3609;0,4491;0,4385;0,6188;0,9415;2,3799;0,2578;1,2908;0,5154;0,0836;0,2167;0,2762;0,8695;1,0057;NA;3,0262;5,6976;0,3458;0,6602;5,9273
2022-06-15;0,1267;4,4455;3,0814;0,5663;3,4332;2,7733;3,1964;4,6642;1,1692;4,4574;5,3729;0,1467;3,304;0,1885;0,627;3,3872;0,4476;0,4396;0,62;0,9431;2,3847;0,2574;1,2875;0,5115;0,0832;0,2164;0,2783;0,8687;1,0061;NA;3,0154;5,6955;0,3442;0,6616;5,9316
2022-06-17;0,1265;4,463;3,1206;0,5687;3,4405;2,8261;3,221;4,6951;1,1775;4,6223;5,4971;0,1467;3,3179;0,1901;0,6312;3,4097;0,4486;0,4392;0,624;0,9489;2,4005;0,2578;1,2917;0,5147;0,083;0,2194;0,2808;0,8831;1,0138;NA;3,0109;5,717;0,3454;0,6662;6,0014
2022-06-20;0,1257;4,44;3,1006;0,5656;3,4164;2,8183;3,2017;4,6731;1,1675;4,5993;5,4376;0,1467;3,2949;0,189;0,6282;3,3937;0,4483;0,4374;0,6218;0,9449;2,3893;0,2562;1,2871;0,5064;0,0821;0,2189;0,277;0,8616;1,0088;NA;2,9934;5,6918;0,3433;0,6638;5,9505
2022-06-21;0,1245;4,3917;3,0647;0,5595;3,4015;2,794;3,172;4,646;1,172;4,5511;5,4064;0,1467;3,245;0,1882;0,6245;3,374;0,4481;0,4369;0,6179;0,939;2,3754;0,2534;1,2757;0,497;0,081;0,2181;0,2758;0,8464;0,9986;NA;2,965;5,6248;0,34;0,6558;5,916
2022-06-22;0,1249;4,4338;3,0532;0,5648;3,4146;2,77;3,1902;4,659;1,1781;4,5818;5,4171;0,1467;3,2542;0,1886;0,6263;3,359;0,4455;0,4367;0,6196;0,942;2,3821;0,2556;1,2774;0,5073;0,0814;0,2199;0,2769;0,865;1,0065;NA;2,9822;5,6666;0,3398;0,66;5,8992
2022-06-23;0,1265;4,4881;3,0877;0,5718;3,4582;2,8064;3,228;4,7096;1,1786;4,6375;5,4756;0,1467;3,3137;0,1903;0,6331;3,3906;0,4497;0,4398;0,6262;0,9522;2,408;0,2584;1,2975;0,5041;0,0821;0,223;0,28;0,8639;1,0183;NA;3,0248;5,7286;0,3439;0,6691;5,9691
2022-06-24;0,1258;4,4656;3,0842;0,569;3,4439;2,8133;3,2175;4,7094;1,1749;4,6538;5,4831;0,1467;3,3103;0,1903;0,633;3,3711;0,4497;0,4404;0,6254;0,9519;2,4079;0,257;1,2982;0,4941;0,0814;0,2239;0,2807;0,8525;1,0141;NA;3,0082;5,7044;0,345;0,6671;5,9845
2022-06-27;0,1257;4,4369;3,0794;0,5655;3,4474;2,8058;3,2044;4,6965;1,1646;4,6314;5,4655;0,1467;3,2873;0,1898;0,6311;3,3618;0,4512;0,4403;0,6237;0,9496;2,4013;0,2655;1,3043;0,4834;0,081;0,2241;0,2796;0,8464;1,0073;NA;2,9977;5,6651;0,3459;0,6635;5,9621
2022-06-28;0,1264;4,4377;3,0884;0,5655;3,4606;2,7968;3,2047;4,7004;1,1724;4,6513;5,451;0,1467;3,2706;0,19;0,6317;3,3646;0,4544;0,4419;0,6242;0,9503;2,4033;0,2668;1,298;0,482;0,0811;0,2229;0,2795;0,8471;1,0093;NA;2,991;5,6344;0,3455;0,6638;5,9468
2022-06-29;0,1266;4,4533;3,0631;0,5676;3,4588;2,7715;3,2052;4,6809;1,1816;4,6611;5,4215;0,1467;3,2704;0,1893;0,6292;3,3459;0,4539;0,438;0,6216;0,9469;2,3933;0,2668;1,293;0,4887;0,0809;0,221;0,276;0,8454;1,0119;NA;2,999;5,6414;0,3431;0,6648;5,9229
2022-06-30;0,1271;4,4825;3,0873;0,5714;3,4711;2,7933;3,2234;4,6806;1,1797;4,6904;5,4429;0,1467;3,2904;0,1892;0,6292;3,3553;0,4523;0,4373;0,6217;0,9466;2,3931;0,2689;1,2887;0,4837;0,0815;0,222;0,2761;0,865;1,017;NA;3,0092;5,6769;0,3456;0,6696;5,932
2022-07-01;0,1266;4,5106;3,0717;0,5748;3,4928;2,7868;3,2352;4,7176;1,1829;4,7075;5,4583;0,1467;3,3286;0,1906;0,6342;3,4013;0,4549;0,4382;0,6261;0,9538;2,412;0,2694;1,2832;0,492;0,0818;0,2234;0,2758;0,8586;1,0228;NA;3,0196;5,7042;0,3479;0,6732;6,0306
2022-07-04;0,1261;4,5032;3,0861;0,5739;3,5;2,8054;3,2225;4,7002;1,1748;4,6911;5,4587;0,1467;3,3275;0,19;0,6318;3,3742;0,4539;0,4364;0,6242;0,9505;2,4031;0,2678;1,2838;0,4829;0,0817;0,2225;0,2753;0,8448;1,0204;NA;3,0086;5,707;0,3466;0,6725;5,9959
2022-07-05;0,1283;4,5947;3,1209;0,5855;3,555;2,8295;3,2742;4,7358;1,1699;4,7641;5,5334;0,1467;3,3822;0,1914;0,6366;3,3948;0,4593;0,4386;0,6291;0,9575;2,4214;0,2707;1,3015;0,4947;0,0828;0,2254;0,2795;0,8621;1,0396;NA;3,0657;5,8063;0,3504;0,6853;6,0414
2022-07-06;0,1298;4,6796;3,1814;0,5963;3,59;2,8901;3,3347;4,7942;1,1692;4,8287;5,5968;0,1467;3,461;0,1936;0,6443;3,4615;0,4647;0,4457;0,6372;0,9695;2,4512;0,2718;1,3313;0,4909;0,0839;0,2264;0,2806;0,8687;1,0576;NA;3,1203;5,8989;0,3583;0,698;6,1655
2022-07-07;0,13;4,7029;3,2095;0,5993;3,6147;2,9069;3,356;4,7965;1,1614;4,8418;5,629;0,1467;3,4548;0,1936;0,6446;3,4732;0,4655;0,4468;0,6383;0,9702;2,4524;0,272;1,3487;0,4849;0,084;0,2286;0,2794;0,8663;1,0623;NA;3,1367;5,9349;0,3615;0,7013;6,2154
2022-07-08;0,1316;4,7417;3,2318;0,6042;3,6433;2,918;3,3782;4,7958;1,1827;4,8528;5,6594;0,1467;3,4936;0,1938;0,6445;3,4428;0,4668;0,4479;0,638;0,9699;2,452;0,2739;1,3645;0,4982;0,0847;0,2308;0,2816;0,888;1,0711;NA;3,166;5,9804;0,3646;0,7074;6,2133
2022-07-11;0,1313;4,7416;3,2278;0,604;3,6496;2,9233;3,3831;4,7976;1,1735;4,8409;5,6736;0,1467;3,4615;0,1949;0,6447;3,4391;0,4649;0,4483;0,638;0,9704;2,4529;0,2735;1,3636;0,4868;0,0847;0,2309;0,2791;0,9023;1,0711;NA;3,1669;5,9698;0,3633;0,7071;6,2171
2022-07-12;0,1328;4,8284;3,2443;0,6151;3,7038;2,9474;3,43;4,8337;1,1687;4,9031;5,7119;0,1467;3,5191;0,1965;0,6497;3,475;0,4712;0,4539;0,643;0,9786;2,4714;0,2777;1,3833;0,4862;0,0856;0,2313;0,2817;0,8977;1,0882;NA;3,2216;6,0649;0,3679;0,7173;6,2941
2022-07-13;0,1332;4,8221;3,2701;0,6143;3,7058;2,9591;3,4296;4,8399;1,1792;4,9269;5,7338;0,1467;3,5157;0,1984;0,6504;3,4945;0,4713;0,4557;0,6436;0,9793;2,4746;0,2766;1,3876;0,4729;0,0857;0,2313;0,2832;0,8868;1,0876;NA;3,2174;6,0572;0,3698;0,7175;6,3124
2022-07-14;0,1323;4,8274;3,2533;0,615;3,6965;2,9418;3,4446;4,8371;1,1807;4,9035;5,7163;0,1467;3,4709;0,1983;0,65;3,4975;0,4717;0,4553;0,6444;0,9786;2,4731;0,2759;1,387;0,4783;0,0857;0,2315;0,2825;0,895;1,0862;NA;3,2196;6,0447;0,3668;0,7157;6,304
2022-07-15;0,131;4,7966;3,2313;0,611;3,6582;2,9405;3,4153;4,8115;1,1909;4,893;5,6739;0,1467;3,4553;0,1965;0,6465;3,459;0,4691;0,4538;0,64;0,9738;2,4601;0,2743;1,3739;0,4569;0,0851;0,2304;0,2785;0,8844;1,0781;NA;3,1994;6,0029;0,3615;0,7095;6,288
2022-07-18;0,1287;4,7152;3,2217;0,6007;3,6315;2,9122;3,3748;4,777;1,1857;4,8387;5,6333;0,1467;3,4142;0,1948;0,6418;3,4392;0,4655;0,4526;0,6359;0,9669;2,4424;0,2695;1,3645;0,4844;0,0837;0,2319;0,2764;0,8717;1,0589;NA;3,1469;5,8979;0,3583;0,6996;6,2179
2022-07-19;0,1274;4,6594;3,2117;0,5938;3,5968;2,9018;3,352;4,7731;1,1957;4,8036;5,6009;0,1467;3,3833;0,1944;0,6411;3,4364;0,4683;0,454;0,6355;0,9665;2,4404;0,2654;1,3552;0,4923;0,0829;0,229;0,2738;0,8568;1,0472;NA;3,1109;5,8322;0,3556;0,6913;6,1968
2022-07-20;0,1268;4,6524;3,2127;0,5927;3,6155;2,9043;3,3408;4,7603;1,1982;4,7982;5,5852;0,1467;3,3651;0,1945;0,6395;3,4222;0,4684;0,4547;0,6339;0,9636;2,4339;0,2646;1,3501;0,5021;0,0827;0,2267;0,2714;0,8593;1,045;NA;3,1042;5,8176;0,3548;0,6892;6,1337
2022-07-21;0,1265;4,6682;3,2062;0,5949;3,6169;2,8927;3,348;4,7578;1,1848;4,8008;5,5738;0,1467;3,3667;0,1936;0,6391;3,4057;0,4683;0,4561;0,6331;0,9631;2,4326;0,2641;1,3548;0,5033;0,0828;0,2272;0,2708;0,8531;1,0474;NA;3,1054;5,8374;0,3559;0,6898;6,1411
2022-07-22;0,1278;4,692;3,2449;0,5978;3,6445;2,9249;3,3734;4,7643;1,199;4,8479;5,6103;0,1277;3,4093;0,1942;0,64;3,4153;0,4693;0,4572;0,6332;0,9653;2,4359;0,2647;1,3614;0,5052;0,0835;0,227;0,2756;0,8533;1,0533;NA;3,1247;5,8739;0,3575;0,6933;6,1441
2022-07-25;0,1259;4,6171;3,2031;0,5882;3,5805;2,8872;3,3327;4,7196;1,1906;4,7917;5,5525;0,1256;3,3846;0,1924;0,634;3,3832;0,4662;0,4538;0,6272;0,9574;2,4131;0,259;1,3447;0,4847;0,0825;0,225;0,2757;0,8396;1,0363;NA;3,0784;5,7885;0,3519;0,6837;6,0924
2022-07-26;0,126;4,6222;3,2157;0,5889;3,6019;2,8893;3,3345;4,7183;1,1823;4,7943;5,5621;0,1262;3,385;0,1919;0,6338;3,3823;0,4713;0,4521;0,6275;0,9564;2,4124;0,2587;1,3471;0,4933;0,0834;0,2262;0,2763;0,8627;1,0373;NA;3,0821;5,7976;0,3535;0,6841;6,0839
2022-07-27;0,1281;4,7142;3,2719;0,6006;3,6675;2,9374;3,3962;4,7811;1,183;4,9039;5,685;0,128;3,4461;0,1944;0,6423;3,4372;0,4806;0,4577;0,6363;0,969;2,4445;0,2636;1,375;0,5097;0,0847;0,2311;0,2797;0,8809;1,0567;NA;3,1403;5,8999;0,3588;0,6978;6,2135
2022-07-28;0,1284;4,6952;3,2882;0,5981;3,6681;2,953;3,4002;4,7973;1,1792;4,904;5,722;0,1273;3,4699;0,1951;0,6445;3,4538;0,4843;0,4595;0,6382;0,972;2,4528;0,2619;1,3741;0,5158;0,0841;0,2306;0,2814;0,8953;1,0547;NA;3,1443;5,8825;0,3606;0,6961;6,2224
2022-07-29;0,1281;4,6365;3,2446;0,5908;3,6181;2,9225;3,3628;4,7399;1,1727;4,8682;5,6434;0,1258;3,4868;0,1927;0,6367;3,4223;0,4785;0,4558;0,6303;0,9605;2,4234;0,2591;1,3638;0,5102;0,084;0,2293;0,2804;0,8945;1,0419;NA;3,1265;5,8504;0,3564;0,6884;6,1668
2022-08-01;0,1285;4,629;3,2525;0,5897;3,6206;2,9272;3,3615;4,7475;1,1772;4,873;5,6612;0,1258;3,4969;0,1927;0,6377;3,4229;0,4785;0,4565;0,6316;0,9629;2,4273;0,2579;1,3684;0,5137;0,0835;0,2282;0,2807;0,8943;1,0395;NA;3,1125;5,8554;0,3555;0,6854;6,1618
2022-08-02;0,1272;4,5984;3,1824;0,5858;3,5758;2,8872;3,3318;4,7092;1,1839;4,8322;5,6062;0,1258;3,5135;0,1911;0,6325;3,3952;0,4743;0,4526;0,6263;0,9557;2,4078;0,2561;1,3629;0,5157;0,0828;0,2251;0,2784;0,8868;1,0321;NA;3,088;5,847;0,3517;0,6802;6,0965
2022-08-03;0,1274;4,6164;3,1991;0,5881;3,5904;2,889;3,3419;4,7032;1,1867;4,8127;5,6221;0,1258;3,4658;0,1908;0,6319;3,3763;0,4751;0,4515;0,6258;0,9545;2,4047;0,2572;1,3719;0,5074;0,0829;0,2233;0,2761;0,8744;1,0358;NA;3,0957;5,8456;0,352;0,6836;6,0911
2022-08-04;0,1286;4,634;3,2311;0,5904;3,6066;2,9204;3,36;4,723;1,1914;4,8226;5,6374;0,1258;3,4505;0,1917;0,6346;3,3905;0,4773;0,4549;0,6284;0,9586;2,4148;0,2579;1,3824;0,5083;0,0833;0,2265;0,2761;0,877;1,0395;NA;3,1033;5,8087;0,3537;0,686;6,1204
2022-08-05;0,1294;4,6024;3,1991;0,5863;3,5726;2,8976;3,3443;4,7053;1,1917;4,8153;5,5889;0,1258;3,4581;0,1912;0,6323;3,3924;0,4719;0,4535;0,6261;0,9552;2,4058;0,2564;1,3799;0,51;0,0833;0,2264;0,2769;0,883;1,0329;NA;3,0904;5,8136;0,3546;0,6818;6,1018
2022-08-08;0,1289;4,6127;3,2101;0,5876;3,5734;2,8878;3,3427;4,7013;1,1975;4,8137;5,5752;0,1258;3,4135;0,1916;0,6319;3,3701;0,4725;0,4528;0,6258;0,9546;2,4037;0,2568;1,3851;0,5024;0,083;0,2262;0,2762;0,8931;1,0343;NA;3,1005;5,7955;0,3534;0,6821;6,0768
