"data";"THB";"USD";"AUD";"HKD";"CAD";"NZD";"SGD";"EUR";"HUF";"CHF";"GBP";"UAH";"JPY";"CZK";"DKK";"ISK";"NOK";"SEK";"HRK";"RON";"BGN";"TRY";"ILS";"CLP";"PHP";"MXN";"ZAR";"BRL";"MYR";"RUB";"IDR";"INR";"KRW";"CNY";"XDR"
2022-08-09;0,1298;4,5919;3,2069;0,585;3,5732;2,8887;3,3334;4,7021;1,1906;4,8239;5,5646;0,1258;3,4039;0,1919;0,6319;3,3515;0,4735;0,453;0,626;0,9586;2,4041;0,2557;1,3892;0,5069;0,0826;0,2273;0,2769;0,8984;1,0305;NA;3,0917;5,773;0,3518;0,68;6,0823
2022-08-10;0,1297;4,6112;3,2164;0,5877;3,5838;2,9094;3,3476;4,7138;1,1747;4,8454;5,5775;0,1258;3,4159;0,1929;0,6335;3,3646;0,4768;0,454;0,6274;0,9593;2,4101;0,257;1,3946;0,5102;0,0829;0,2282;0,2789;0,8998;1,0346;NA;3,1006;5,7984;0,3519;0,6825;6,0831
2022-08-11;0,1286;4,5206;3,2126;0,5762;3,5426;2,9059;3,3026;4,6745;1,1852;4,8134;5,5339;0,1258;3,4109;0,1923;0,6283;3,3365;0,4759;0,4511;0,6221;0,9521;2,39;0,2517;1,3856;0,5093;0,0816;0,2261;0,2787;0,8873;1,017;NA;3,0612;5,6887;0,3474;0,6709;6,0241
2022-08-12;0,1287;4,5459;3,2362;0,5801;3,5637;2,9308;3,318;4,6832;1,1913;4,8318;5,5357;0,1258;3,4119;0,1924;0,6295;3,3428;0,478;0,4494;0,6233;0,9579;2,3945;0,2531;1,3977;0,5137;0,0817;0,2281;0,2808;0,8811;1,0229;NA;3,0993;5,7046;0,3485;0,6747;6,0149
2022-08-16;0,1307;4,6282;3,2442;0,5901;3,5869;2,9331;3,3548;4,6928;1,1615;4,8784;5,5711;0,1258;3,4558;0,1912;0,631;3,3448;0,4763;0,4461;0,625;0,9603;2,3994;0,2578;1,4114;0,5253;0,0829;0,2334;0,2813;0,908;1,0363;NA;3,1341;5,8305;0,3529;0,6816;6,0778
2022-08-17;0,1302;4,6119;3,2137;0,5881;3,5813;2,9108;3,3391;4,6921;1,1537;4,85;5,5818;0,1258;3,4209;0,191;0,6309;3,3443;0,4766;0,445;0,6252;0,9601;2,399;0,257;1,4175;0,5232;0,0826;0,2311;0,2796;0,8963;1,0322;NA;3,123;5,8044;0,351;0,6806;6,094
2022-08-18;0,1303;4,6468;3,2236;0,5925;3,5994;2,9124;3,3612;4,7244;1,1666;4,8733;5,5983;0,1258;3,4368;0,1921;0,6351;3,3626;0,4787;0,4459;0,6291;0,9674;2,4155;0,2586;1,4325;0,5177;0,0832;0,2322;0,2781;0,8994;1,0386;NA;3,1328;5,8315;0,3511;0,6842;6,1258
2022-08-19;0,132;4,7061;3,2517;0,5999;3,6271;2,9306;3,3917;4,748;1,1671;4,9159;5,5981;0,1258;3,4483;0,1928;0,6383;3,3794;0,482;0,4465;0,6317;0,9729;2,4276;0,26;1,4425;0,5062;0,0841;0,2331;0,2787;0,9105;1,0513;NA;3,1718;5,8981;0,3545;0,6913;6,1435
2022-08-22;0,1315;4,7427;3,2764;0,6045;3,6495;2,9408;3,4004;4,7493;1,1705;4,9444;5,6022;0,1258;3,4635;0,1927;0,6386;3,3707;0,4841;0,4459;0,6323;0,9722;2,4283;0,2617;1,4418;0,5021;0,0844;0,2345;0,2781;0,9172;1,0574;NA;3,1857;5,9382;0,3528;0,6936;6,1838
2022-08-23;0,1329;4,803;3,3066;0,6122;3,6896;2,971;3,4412;4,7706;1,1613;4,9696;5,6567;0,1258;3,5005;0,1934;0,6415;3,4051;0,4908;0,4496;0,6355;0,9767;2,4391;0,265;1,4662;0,5121;0,0857;0,2395;0,2821;0,9313;1,0701;NA;3,2371;6,0148;0,3582;0,7013;6,2307
2022-08-24;0,1333;4,8029;3,3247;0,6122;3,7051;2,9786;3,4465;4,7772;1,1618;4,9916;5,6784;0,1258;3,5198;0,1938;0,6422;3,4147;0,4949;0,4508;0,636;0,978;2,4425;0,2648;1,4656;0,5239;0,0857;0,2408;0,2817;0,9408;1,0708;NA;3,2348;6,0203;0,3577;0,6998;6,2669
2022-08-25;0,1327;4,7546;3,3216;0,6061;3,6857;2,9708;3,4233;4,7584;1,166;4,9415;5,6312;0,1258;3,4842;0,193;0,6398;3,3916;0,4947;0,4507;0,6334;0,9761;2,4329;0,2617;1,4534;0,516;0,0849;0,2396;0,2826;0,9302;1,0629;NA;3,2077;5,9533;0,3564;0,6941;6,2376
2022-08-26;0,1319;4,7465;3,3055;0,6049;3,6653;2,9419;3,4136;4,7413;1,1594;4,9196;5,6007;0,1258;3,4667;0,1923;0,6375;3,3794;0,4906;0,448;0,6311;0,9727;2,4242;0,261;1,4578;0,5283;0,0847;0,2382;0,2823;0,9288;1,0621;NA;3,2033;5,9444;0,3562;0,6917;6,2087
2022-08-29;0,1311;4,7821;3,2757;0,6094;3,6575;2,9197;3,4173;4,7529;1,157;4,9342;5,5752;0,1258;3,4479;0,1933;0,639;3,378;0,4865;0,4467;0,6328;0,9757;2,4301;0,2631;1,4412;0,5354;0,0851;0,2379;0,2825;0,9449;1,0651;NA;3,2101;5,981;0,354;0,6911;6,2052
2022-08-30;0,1298;4,721;3,2815;0,6016;3,6385;2,9223;3,3834;4,7328;1,1622;4,8679;5,5413;0,1258;3,414;0,1925;0,6363;3,3353;0,4867;0,4443;0,6302;0,9725;2,4198;0,2597;1,4262;0,535;0,084;0,2371;0,2814;0,9388;1,054;NA;3,1807;5,936;0,3505;0,6838;6,1705
2022-08-31;0,1298;4,736;3,2542;0,6035;3,6134;2,9026;3,3853;4,7265;1,1675;4,8467;5,5126;0,1258;3,4173;0,1928;0,6354;3,3356;0,4779;0,4425;0,6292;0,9724;2,4166;0,2604;1,4212;0,5319;0,0843;0,2347;0,278;0,9244;1,0582;NA;3,1908;5,9532;0,3527;0,6864;6,1435
2022-09-01;0,1279;4,6959;3,2071;0,5985;3,5598;2,8665;3,3584;4,7133;1,1747;4,8112;5,4464;0,1258;3,373;0,1926;0,6338;3,3263;0,4686;0,4389;0,6271;0,9712;2,4098;0,2582;1,3987;0,5235;0,083;0,2324;0,2734;0,906;1,0478;NA;3,1553;5,9088;0,3469;0,6809;6,1336
2022-09-02;0,1287;4,7276;3,217;0,6024;3,5978;2,8773;3,3712;4,7144;1,182;4,8237;5,4622;0,1258;3,3684;0,1927;0,634;3,3317;0,4721;0,4386;0,6267;0,9749;2,4105;0,2595;1,3988;0,527;0,0832;0,2344;0,2729;0,9018;1,0542;NA;3,1732;5,9264;0,3467;0,6843;6,1353
2022-09-05;0,1301;4,769;3,2321;0,6076;3,6224;2,9023;3,3916;4,7263;1,1702;4,8487;5,4798;0,1258;3,393;0,1922;0,6356;3,3167;0,4758;0,4397;0,6283;0,9805;2,4165;0,2617;1,398;0,5427;0,0837;0,2381;0,2753;0,9232;1,0614;NA;3,2;5,9686;0,3475;0,687;6,1493
2022-09-06;0,1297;4,7367;3,2071;0,6035;3,6103;2,8778;3,3729;4,7168;1,1695;4,8311;5,4821;0,1258;3,3429;0,192;0,6343;3,31;0,4767;0,4411;0,6276;0,9768;2,4116;0,26;1,3882;0,5372;0,0829;0,2372;0,2764;0,9188;1,0526;NA;3,1819;5,9316;0,3444;0,6813;6,137
2022-09-07;0,1296;4,7584;3,2002;0,6062;3,6113;2,8701;3,3817;4,7137;1,1743;4,8413;5,4696;0,1258;3,3025;0,1914;0,6339;3,3312;0,4749;0,4406;0,6276;0,9707;2,4101;0,2609;1,3877;0,5329;0,0832;0,237;0,2742;0,9066;1,0573;NA;3,1898;5,9563;0,3435;0,682;6,1501
2022-09-08;0,1298;4,7268;3,1814;0,6019;3,5975;2,8556;3,3612;4,7244;1,1881;4,8438;5,4322;0,1258;3,2806;0,1922;0,6353;3,3578;0,4721;0,4412;0,6287;0,9701;2,4155;0,2591;1,3813;0,5347;0,0828;0,2362;0,2725;0,9006;1,0502;NA;3,1729;5,9275;0,3419;0,6791;6,1696
2022-09-09;0,1284;4,6599;3,2031;0,5937;3,5871;2,8643;3,3376;4,7098;1,1907;4,8693;5,4185;0,1258;3,2827;0,192;0,6333;3,3617;0,4732;0,4427;0,6263;0,9623;2,4081;0,2555;1,3643;0,5282;0,082;0,2345;0,2699;0,8936;1,0362;NA;3,1422;5,8593;0,339;0,6736;6,1044
2022-09-12;0,1273;4,6225;3,1819;0,589;3,5609;2,8427;3,3133;4,7113;1,192;4,8428;5,4044;0,1258;3,2395;0,1918;0,6335;3,3485;0,4724;0,4425;0,6263;0,9606;2,4088;0,2536;1,366;0,5105;0,0814;0,2359;0,2706;0,898;1,0266;NA;3,1145;5,812;0,3359;0,6674;6,1059
2022-09-13;0,1279;4,6363;3,198;0,5908;3,5732;2,8469;3,3248;4,7082;1,1879;4,8752;5,4311;0,1258;3,2593;0,192;0,6331;3,351;0,4714;0,4437;0,6256;0,9572;2,4072;0,2542;1,3829;0,5161;0,0816;0,2343;0,2726;0,9102;1,0285;NA;3,1218;5,8568;0,3371;0,669;6,0493
2022-09-14;0,1289;4,7233;3,1786;0,6019;3,588;2,8319;3,3654;4,7195;1,1735;4,9174;5,4504;0,1258;3,2953;0,1923;0,6346;3,3735;0,4689;0,4434;0,6276;0,9584;2,4131;0,2588;1,3785;0,5148;0,0828;0,2364;0,2716;0,91;1,0435;NA;3,1687;5,9497;0,3392;0,6786;6,0613
2022-09-15;0,1284;4,7202;3,1877;0,6015;3,587;2,8366;3,3588;4,7164;1,1631;4,9137;5,4412;0,1258;3,2906;0,1923;0,6342;3,3858;0,4679;0,4412;0,6269;0,9573;2,4115;0,2584;1,3789;0,5128;0,0825;0,2364;0,27;0,9139;1,0407;NA;3,1681;5,9243;0,3383;0,6765;6,1253
2022-09-16;0,1278;4,7384;3,1631;0,6038;3,566;2,8206;3,3596;4,7176;1,1643;4,9134;5,3882;0,1258;3,3054;0,1925;0,6344;3,4111;0,4619;0,4387;0,6269;0,9578;2,4121;0,2593;1,3741;0,513;0,0826;0,2356;0,2676;0,903;1,0449;NA;3,169;5,9404;0,3398;0,6746;6,1137
2022-09-19;0,1278;4,7255;3,1553;0,602;3,5481;2,8108;3,3497;4,7142;1,1758;4,8864;5,3711;0,1258;3,2936;0,1925;0,6339;3,3745;0,4598;0,4366;0,6267;0,9574;2,4103;0,2583;1,3685;0,5123;0,0824;0,2349;0,266;0,8993;1,0385;NA;3,1549;5,9278;0,3388;0,6733;6,1292
2022-09-20;0,1276;4,7118;3,1605;0,6004;3,5469;2,7878;3,344;4,7165;1,1825;4,8772;5,3866;0,1258;3,2799;0,1922;0,6342;3,3427;0,46;0,436;0,6273;0,9566;2,4115;0,2576;1,3694;0,5106;0,0818;0,2361;0,2665;0,9109;1,0337;NA;3,1449;5,9109;0,3383;0,6719;6,1098
2022-09-21;0,1289;4,7919;3,1936;0,6105;3,5796;2,8202;3,3895;4,7449;1,1771;4,9687;5,4289;0,1258;3,3328;0,1924;0,6381;3,3772;0,4632;0,4351;0,6308;0,9595;2,426;0,2616;1,3861;0,5135;0,0827;0,2395;0,2703;0,9317;1,0523;NA;3,1951;5,9926;0,3435;0,6796;6,1534
2022-09-22;0,1296;4,8343;3,2148;0,6159;3,5961;2,8384;3,4107;4,7758;1,1763;4,9621;5,475;0,1258;3,4021;0,1936;0,6422;3,404;0,4691;0,4393;0,6348;0,9664;2,4418;0,2634;1,3954;0,5161;0,0829;0,2432;0,2744;0,9347;1,0585;NA;3,2191;5,9939;0,3434;0,6834;6,2195
2022-09-23;0,1304;4,8796;3,212;0,6216;3,6066;2,831;3,4269;4,7591;1,172;4,9701;5,453;0,1258;3,4151;0,193;0,64;3,3969;0,4656;0,4367;0,6326;0,9625;2,4333;0,2652;1,3977;0,5164;0,0832;0,2436;0,274;0,9535;1,066;NA;3,245;6,0274;0,3457;0,6856;6,2023
2022-09-26;0,13;4,9113;3,2028;0,6257;3,614;2,8175;3,4257;4,7566;1,17;4,9846;5,2822;0,1258;3,4146;0,1932;0,6396;3,4097;0,4612;0,4359;0,6321;0,9623;2,432;0,2661;1,4013;0,506;0,0832;0,243;0,2726;0,9337;1,0674;NA;3,2466;6,0199;0,3434;0,6866;6,2418
2022-09-27;0,1304;4,9476;3,2096;0,6303;3,6123;2,8206;3,4469;4,7616;1,1686;5,0135;5,3465;0,1258;3,4266;0,1932;0,6403;3,433;0,4603;0,4385;0,6325;0,9633;2,4345;0,2678;1,4028;0,4977;0,0838;0,2434;0,2752;0,9177;1,073;NA;3,2715;6,0624;0,3478;0,6903;6,279
2022-09-28;0,1314;5,0381;3,2183;0,6419;3,6519;2,8197;3,4801;4,8147;1,1707;5,071;5,3856;0,1258;3,4813;0,1951;0,6474;3,4514;0,4606;0,44;0,6394;0,9732;2,4617;0,2723;1,4256;0,5115;0,0852;0,2457;0,2778;0,9367;1,0891;NA;3,3015;6,1493;0,3491;0,6952;6,3498
2022-09-29;0,1316;5,0328;3,2469;0,6412;3,6645;2,8515;3,4879;4,8637;1,1582;5,12;5,4331;0,1258;3,4759;0,1971;0,654;3,4716;0,4644;0,4439;0,646;0,9828;2,4867;0,2714;1,4178;0,5262;0,0854;0,249;0,2795;0,9361;1,0829;NA;3,2975;6,1416;0,35;0,6992;6,4418
2022-09-30;0,1312;4,9533;3,2245;0,6309;3,6224;2,8352;3,4614;4,8698;1,1556;5,0714;5,556;0,1258;3,4325;0,198;0,6549;3,471;0,464;0,4465;0,647;0,9838;2,4899;0,2671;1,3941;0,5137;0,0844;0,2466;0,2765;0,9171;1,0683;NA;3,251;6,0883;0,346;0,6979;6,4015
2022-10-03;0,1293;4,9207;3,1732;0,6267;3,5782;2,783;3,4306;4,8272;1,1423;4,9806;5,5155;0,1258;3,392;0,1965;0,6491;3,4163;0,4546;0,4432;0,6414;0,9755;2,4681;0,2651;1,3691;0,5083;0,0833;0,2445;0,2728;0,9086;1,0589;NA;3,2156;6,0095;0,3417;0,6914;6,338
2022-10-04;0,1295;4,8615;3,1616;0,6193;3,5705;2,7879;3,3988;4,8007;1,1503;4,9215;5,532;0,1258;3,3587;0,1956;0,6456;3,3832;0,4604;0,4453;0,6382;0,9702;2,4545;0,2618;1,3804;0,5169;0,0828;0,2431;0,2735;0,9412;1,0466;NA;3,1884;5,9577;0,3405;0,6831;6,2968
2022-10-05;0,1295;4,838;3,1361;0,6164;3,5668;2,775;3,4014;4,8128;1,1393;4,9299;5,5269;0,1258;3,3512;0,1961;0,647;3,3917;0,4593;0,4439;0,6398;0,9745;2,4607;0,2605;1,3659;0,5193;0,0826;0,2414;0,2728;0,9345;1,045;NA;3,1844;5,946;0,3416;0,6799;6,2676
2022-10-06;0,1313;4,8989;3,1742;0,6242;3,5879;2,8047;3,4402;4,8445;1,1437;4,9874;5,5303;0,1258;3,3867;0,1978;0,6512;3,4431;0,4641;0,4459;0,6437;0,9814;2,4769;0,2636;1,384;0,5211;0,0834;0,2442;0,2746;0,9427;1,0564;NA;3,2256;5,9823;0,3489;0,6885;6,303
2022-10-07;0,1326;4,9588;3,1817;0,6317;3,6132;2,8035;3,4707;4,8606;1,147;5,0065;5,5505;0,1258;3,4237;0,1982;0,6534;3,4843;0,463;0,4459;0,6459;0,9837;2,4852;0,2668;1,4068;0,5253;0,0842;0,2474;0,2754;0,9496;1,0668;NA;3,2511;6,022;0,3512;0,6968;6,3456
2022-10-10;0,1324;5,0239;3,1655;0,64;3,6548;2,807;3,4955;4,8677;1,141;5,0372;5,5542;0,1258;3,4528;0,1986;0,6544;3,4646;0,4696;0,4437;0,6467;0,9857;2,4888;0,2704;1,4085;0,5355;0,0851;0,2495;0,2758;0,9663;1,0805;NA;3,2813;6,0975;0,3515;0,7033;6,3723
2022-10-11;0,1313;5,0171;3,1456;0,6392;3,6253;2,7947;3,4856;4,8711;1,1385;5,0179;5,541;0,1258;3,4437;0,1986;0,6548;3,462;0,4675;0,4435;0,6471;0,9868;2,4905;0,27;1,4032;0,5348;0,0851;0,2512;0,2767;0,967;1,0736;NA;3,2669;6,0906;0,3497;0,6988;6,3767
2022-10-12;0,1316;5,0014;3,1311;0,6372;3,6266;2,7977;3,4803;4,8536;1,1291;5,0231;5,5205;0,1258;3,419;0,1975;0,6524;3,4447;0,4658;0,4406;0,6448;0,9824;2,4816;0,2691;1,4031;0,5392;0,0849;0,2489;0,2748;0,9448;1,0681;NA;3,2566;6,0748;0,3508;0,6979;6,3721
2022-10-13;0,1317;4,9905;3,1359;0,6356;3,6139;2,8036;3,4784;4,8468;1,1196;4,9964;5,5395;0,1258;3,3983;0,1973;0,6515;3,4595;0,4661;0,4399;0,6435;0,9806;2,4781;0,2684;1,3958;0,5284;0,0847;0,2499;0,2722;0,9428;1,0637;NA;3,2487;6,0566;0,3486;0,6941;6,3713
2022-10-14;0,1297;4,9569;3,1215;0,6314;3,5952;2,7923;3,4811;4,833;1,1517;4,9526;5,5886;0,1258;3,3561;0,1965;0,6498;3,435;0,4682;0,439;0,6415;0,9792;2,471;0,2667;1,3957;0,5285;0,084;0,2477;0,2721;0,9422;1,054;NA;3,2133;6,0137;0,3457;0,6891;6,334
2022-10-17;0,1295;4,9522;3,0915;0,6309;3,5814;2,77;3,4705;4,8229;1,1507;4,9392;5,5801;0,1258;3,3302;0,1961;0,6484;3,4327;0,4666;0,4386;0,6409;0,9768;2,4659;0,2665;1,4012;0,5148;0,084;0,2471;0,2722;0,9293;1,0497;NA;3,1975;6,0115;0,3447;0,6875;6,3357
2022-10-18;0,1284;4,8929;3,0725;0,6233;3,5583;2,7708;3,4442;4,8092;1,1661;4,9091;5,5256;0,1258;3,2774;0,1957;0,6465;3,4084;0,4624;0,4406;0,6389;0,9743;2,4589;0,2632;1,3848;0,5035;0,0831;0,2447;0,2708;0,9265;1,0377;NA;3,1635;5,9443;0,3435;0,6796;6,3039
2022-10-19;0,128;4,8892;3,079;0,6228;3,5513;2,7791;3,4354;4,7997;1,1626;4,8899;5,5061;0,1258;3,2721;0,1954;0,6452;3,392;0,4623;0,4386;0,6373;0,9727;2,454;0,263;1,3806;0,5024;0,0829;0,244;0,2691;0,9329;1,035;NA;3,1547;5,913;0,3426;0,6771;6,2406
2022-10-20;0,1281;4,9024;3,0766;0,6246;3,5616;2,7749;3,4375;4,7955;1,1628;4,8717;5,4837;0,1258;3,2695;0,1953;0,6446;3,3987;0,4618;0,437;0,6365;0,974;2,4519;0,2638;1,381;0,5032;0,0832;0,2438;0,2677;0,9301;1,0367;NA;3,1481;5,9155;0,3426;0,6774;6,259
2022-10-21;0,1277;4,9;3,0633;0,6242;3,5448;2,7656;3,429;4,7804;1,1569;4,852;5,4537;0,1258;3,2463;0,195;0,6427;3,388;0,4592;0,4327;0,6345;0,9723;2,4442;0,2635;1,3747;0,5008;0,0833;0,2446;0,2663;0,9391;1,0342;NA;3,1345;5,9228;0,3397;0,6759;6,2216
2022-10-24;0,1278;4,8669;3,0643;0,62;3,5444;2,7748;3,4225;4,7866;1,1595;4,8612;5,5126;0,1258;3,2593;0,1955;0,6435;3,3685;0,4588;0,4326;0,6354;0,9741;2,4473;0,2616;1,3719;0,5003;0,0827;0,2438;0,2658;0,9422;1,0271;NA;3,1221;5,8778;0,3371;0,6702;6,2611
2022-10-25;0,1267;4,8499;3,0655;0,6178;3,535;2,7613;3,4047;4,7805;1,1586;4,8359;5,4898;0,1258;3,2577;0,1952;0,6427;3,3547;0,4604;0,4353;0,6347;0,9752;2,4442;0,2606;1,3653;0,4915;0,0825;0,2438;0,2629;0,9138;1,0243;NA;3,1044;5,8589;0,3373;0,6635;6,198
2022-10-26;0,1262;4,7538;3,0861;0,6056;3,5162;2,7631;3,3817;4,7723;1,1622;4,8203;5,5146;0,1258;3,234;0,1945;0,6416;3,3396;0,4612;0,4367;0,6336;0,9762;2,44;0,2555;1,3599;0,4913;0,0814;0,2397;0,2643;0,8941;1,0076;NA;3,0533;5,7668;0,3351;0,6627;6,1847
2022-10-27;0,1251;4,7216;3,0542;0,6018;3,4775;2,7516;3,3567;4,7504;1,1651;4,7798;5,4728;0,1258;3,2351;0,1936;0,6387;3,315;0,4616;0,4346;0,6307;0,9734;2,4288;0,2537;1,3465;0,4964;0,0811;0,2367;0,2621;0,8768;1,0015;NA;3,0333;5,735;0,3328;0,6534;6,1168
2022-10-28;0,1254;4,7477;3,0465;0,6049;3,4891;2,7555;3,3597;4,7199;1,1455;4,7705;5,4733;0,1258;3,2197;0,1927;0,6342;3,2937;0,4593;0,4309;0,6267;0,9612;2,4132;0,255;1,3385;0,5031;0,0818;0,2393;0,2621;0,8889;1,0053;NA;3,0529;5,7578;0,3329;0,6543;6,0681
2022-10-31;0,1243;4,734;3,0316;0,6031;3,47;2,753;3,3471;4,7089;1,1457;4,7376;5,4748;0,1258;3,1897;0,1922;0,6326;3,286;0,4581;0,4313;0,6252;0,958;2,4076;0,2543;1,3393;0,5018;0,0815;0,2384;0,2589;0,8938;1,0013;NA;3,0351;5,717;0,3315;0,6487;6,0827
2022-11-02;0,1264;4,7485;3,0526;0,605;3,493;2,7954;3,3645;4,7039;1,152;4,7656;5,4601;0,1258;3,2269;0,1921;0,6319;3,278;0,4597;0,4314;0,6244;0,9579;2,405;0,255;1,3427;0,5033;0,0814;0,2411;0,2621;0,9232;1,0022;NA;3,0347;5,7363;0,3356;0,6525;6,0801
2022-11-03;0,1271;4,8291;3,0375;0,6152;3,5081;2,7845;3,397;4,7101;1,1499;4,7697;5,433;0,1258;3,2578;0,192;0,6329;3,2732;0,4555;0,4307;0,6249;0,9608;2,4082;0,2593;1,3522;0,5112;0,0819;0,2455;0,2624;0,9388;1,0179;NA;3,0766;5,8269;0,3384;0,6599;6,1008
2022-11-04;0,1277;4,7975;3,0486;0,6112;3,5159;2,793;3,3886;4,6898;1,1639;4,7523;5,3825;0,1258;3,2461;0,1917;0,6301;3,2277;0,4563;0,4312;0,6223;0,9579;2,3978;0,2576;1,3461;0,5079;0,0818;0,2449;0,2631;0,9377;1,0104;NA;3,0485;5,8179;0,3382;0,661;6,1223
2022-11-07;0,1254;4,6926;3,0326;0,5978;3,4788;2,7767;3,3402;4,6858;1,1664;4,731;5,3687;0,1258;3,1985;0,1923;0,6297;3,2205;0,4577;0,4332;0,6217;0,959;2,3958;0,2523;1,3246;0,5063;0,0803;0,2407;0,2626;0,9279;0,9901;NA;2,9875;5,7272;0,3366;0,6492;6,0677
2022-11-08;0,1258;4,6893;3,0391;0,5974;3,4744;2,7839;3,3431;4,6912;1,1697;4,7417;5,3894;0,1258;3,2072;0,193;0,6306;3,2066;0,456;0,4328;0,6222;0,9594;2,3985;0,252;1,3276;0,5115;0,0806;0,2414;0,2638;0,9093;0,99;NA;2,9873;5,747;0,3403;0,6461;6,0444
2022-11-09;0,1271;4,6817;3,0332;0,5965;3,4815;2,7657;3,3476;4,7037;1,1611;4,7467;5,361;0,1258;3,2116;0,1932;0,6324;3,2107;0,4551;0,434;0,6239;0,9591;2,4049;0,2517;1,3194;0,5162;0,0808;0,2395;0,2635;0,9101;0,9979;NA;2,9897;5,7488;0,3427;0,6464;6,061
2022-11-10;0,1283;4,7328;3,031;0,603;3,4955;2,773;3,3737;4,7146;1,173;4,7905;5,3795;0,1258;3,2323;0,1935;0,6339;3,2094;0,4535;0,4333;0,6253;0,9635;2,4105;0,2546;1,3291;0,5218;0,0815;0,2419;0,2658;0,9125;1,0069;NA;3,0164;5,7847;0,3431;0,6528;6,0592
2022-11-14;0,1264;4,5383;3,031;0,579;3,4162;2,7601;3,3;4,6794;1,1523;4,7977;5,3546;0,1258;3,2321;0,1928;0,6291;3,1217;0,4534;0,4354;0,6202;0,9552;2,3925;0,2439;1,3234;0,5093;0,0794;0,2319;0,2619;0,852;0,9872;NA;2,924;5,5836;0,3427;0,6432;5,9428
2022-11-15;0,127;4,5143;3,0546;0,5775;3,4004;2,7775;3,3032;4,6985;1,1582;4,8059;5,3404;0,1258;3,241;0,1933;0,6316;3,1137;0,4535;0,4346;0,6225;0,9579;2,4023;0,2427;1,3176;0,5068;0,079;0,2332;0,2627;0,847;0,9955;NA;2,9071;5,5694;0,3439;0,6416;5,9587
2022-11-16;0,1263;4,505;3,0546;0,576;3,4022;2,787;3,293;4,6942;1,1525;4,7888;5,3593;0,1258;3,2319;0,1929;0,6311;3,1611;0,4534;0,4321;0,6224;0,9545;2,4001;0,2421;1,3195;0,5079;0,0786;0,2331;0,2615;0,8447;0,9912;NA;2,8874;5,5411;0,3408;0,6362;5,9376
2022-11-17;0,1265;4,5387;3,0392;0,5801;3,4006;2,7789;3,3024;4,7039;1,1427;4,7909;5,395;0,1258;3,2506;0,1931;0,6324;3,1591;0,4503;0,4305;0,6232;0,9564;2,405;0,2438;1,3103;0,4975;0,0791;0,2345;0,2606;0,8404;0,9967;NA;2,8978;5,5593;0,3372;0,6354;5,9424
2022-11-18;0,1267;4,5337;3,0434;0,5795;3,3986;2,7984;3,3031;4,7067;1,1466;4,7675;5,4075;0,1258;3,2394;0,1932;0,6328;3,161;0,449;0,4279;0,6243;0,9532;2,4065;0,2435;1,3119;0,4919;0,0791;0,2332;0,2614;0,8359;0,9957;NA;2,89;5,5493;0,3391;0,6371;5,9783
2022-11-21;0,1269;4,5991;3,0399;0,5894;3,4222;2,8091;3,3266;4,7035;1,1458;4,7944;5,4294;0,1258;3,242;0,1931;0,6323;3,1588;0,4475;0,428;0,6235;0,9518;2,4048;0,247;1,3263;0,4883;0,0801;0,2356;0,2637;0,8543;1,0042;NA;2,927;5,6197;0,3385;0,6416;5,9552
2022-11-22;0,127;4,5844;3,0449;0,5868;3,42;2,8182;3,3242;4,7075;1,1525;4,7977;5,4362;0,1258;3,2449;0,1934;0,6329;3,2133;0,4495;0,43;0,6242;0,9538;2,4069;0,2461;1,3195;0,4866;0,0799;0,2347;0,2656;0,8617;1,001;NA;2,9206;5,6125;0,3387;0,6425;5,9915
2022-11-23;0,1255;4,548;3,0257;0,5818;3,3972;2,8098;3,2888;4,6958;1,1572;4,7807;5,4205;0,1258;3,2176;0,1928;0,6314;3,2053;0,4532;0,4295;0,6226;0,9507;2,4009;0,2441;1,3154;0,4909;0,0798;0,2343;0,2641;0,8486;0,9941;NA;2,8993;5,5568;0,3363;0,6357;5,9749
2022-11-24;0,1261;4,5101;3,0411;0,5775;3,379;2,8206;3,2823;4,6993;1,134;4,7808;5,4542;0,1258;3,2547;0,193;0,6319;3,2033;0,4532;0,4313;0,6227;0,9525;2,4027;0,2421;1,3192;0,4921;0,0796;0,2332;0,2656;0,8415;1,0034;NA;2,879;5,5262;0,3394;0,6318;5,9571
2022-11-25;0,1259;4,5111;3,0387;0,5774;3,3755;2,8121;3,2809;4,6884;1,1363;4,7729;5,4497;0,1258;3,2361;0,1924;0,6305;3,2003;0,4549;0,4325;0,6212;0,9529;2,3971;0,2421;1,3166;0,4955;0,0796;0,2326;0,2632;0,8478;1,0064;NA;2,8784;5,5233;0,3388;0,6295;5,9433
2022-11-28;0,1261;4,4827;3,0029;0,5738;3,3343;2,7915;3,2634;4,6835;1,1471;4,7555;5,4185;0,1258;3,2537;0,1924;0,6298;3,1969;0,4523;0,4313;0,6204;0,951;2,3946;0,2406;1,3008;0,4861;0,0792;0,2319;0,2617;0,8286;1,0006;NA;2,8511;5,4898;0,3358;0,6231;5,9371
2022-11-29;0,1275;4,5164;3,0344;0,5782;3,3571;2,8127;3,2885;4,6813;1,1472;4,7449;5,4141;0,1258;3,2702;0,1924;0,6295;3,1824;0,453;0,4294;0,6201;0,9512;2,3935;0,2423;1,3135;0,4944;0,0798;0,2356;0,2654;0,8417;1,0018;NA;2,869;5,5266;0,34;0,6299;5,893
