Data;Godzina;Generacja.zrodel.wiatrowych;Generacja.zrodel.fotowoltaicznych
2015-12-17;10;1885,588;-
2015-12-17;11;1966,700;-
2015-12-17;12;1930,713;-
2015-12-17;13;1954,025;-
2015-12-17;14;1967,688;-
2015-12-17;15;2018,425;-
2015-12-17;16;2031,375;-
2015-12-17;17;2160,013;-
2015-12-17;18;2265,013;-
2015-12-17;19;2269,188;-
2015-12-17;20;2291,288;-
2015-12-17;21;2257,613;-
2015-12-17;22;2278,450;-
2015-12-17;23;2200,463;-
2015-12-17;24;2191,475;-
2015-12-18;1;2260,113;-
2015-12-18;2;2292,925;-
2015-12-18;3;2264,438;-
2015-12-18;4;2267,625;-
2015-12-18;5;2238,650;-
2015-12-18;6;2259,263;-
2015-12-18;7;2243,325;-
2015-12-18;8;2149,413;-
2015-12-18;9;2075,300;-
2015-12-18;10;2060,213;-
2015-12-18;11;1990,513;-
2015-12-18;12;1869,513;-
2015-12-18;13;1922,488;-
2015-12-18;14;1917,550;-
2015-12-18;15;2057,788;-
2015-12-18;16;2151,913;-
2015-12-18;17;2140,688;-
2015-12-18;18;2103,213;-
2015-12-18;19;2126,038;-
2015-12-18;20;2072,888;-
2015-12-18;21;2042,238;-
2015-12-18;22;2020,938;-
2015-12-18;23;1909,775;-
2015-12-18;24;2024,575;-
2015-12-19;1;2019,925;-
2015-12-19;2;1999,863;-
2015-12-19;3;2096,613;-
2015-12-19;4;2016,225;-
2015-12-19;5;1995,800;-
2015-12-19;6;1998,963;-
2015-12-19;7;2046,525;-
2015-12-19;8;2060,975;-
2015-12-19;9;2118,638;-
2015-12-19;10;2102,675;-
2015-12-19;11;2048,975;-
2015-12-19;12;1965,450;-
2015-12-19;13;1922,175;-
2015-12-19;14;1895,288;-
2015-12-19;15;1841,163;-
2015-12-19;16;1766,300;-
2015-12-19;17;1921,500;-
2015-12-19;18;1975,350;-
2015-12-19;19;1994,738;-
2015-12-19;20;1974,050;-
2015-12-19;21;1969,363;-
2015-12-19;22;1851,550;-
2015-12-19;23;1910,063;-
2015-12-19;24;1864,213;-
2015-12-20;1;1702,875;-
2015-12-20;2;1589,338;-
2015-12-20;3;1558,625;-
2015-12-20;4;1556,550;-
2015-12-20;5;1683,238;-
2015-12-20;6;1638,588;-
2015-12-20;7;1552,488;-
2015-12-20;8;1528,738;-
2015-12-20;9;1637,800;-
2015-12-20;10;1676,713;-
2015-12-20;11;1737,888;-
2015-12-20;12;1741,300;-
2015-12-20;13;1701,525;-
2015-12-20;14;1744,050;-
2015-12-20;15;2007,600;-
2015-12-20;16;2361,025;-
2015-12-20;17;2683,100;-
2015-12-20;18;2778,988;-
2015-12-20;19;2702,425;-
2015-12-20;20;2622,813;-
2015-12-20;21;2474,988;-
2015-12-20;22;2442,638;-
2015-12-20;23;2310,350;-
2015-12-20;24;2258,350;-
2015-12-21;1;2116,888;-
2015-12-21;2;2093,688;-
2015-12-21;3;2142,950;-
2015-12-21;4;2060,988;-
2015-12-21;5;2045,125;-
2015-12-21;6;2101,150;-
2015-12-21;7;2122,500;-
2015-12-21;8;2071,725;-
2015-12-21;9;2136,638;-
2015-12-21;10;1960,813;-
2015-12-21;11;1851,125;-
2015-12-21;12;1858,100;-
2015-12-21;13;1940,363;-
2015-12-21;14;2024,388;-
2015-12-21;15;2183,625;-
2015-12-21;16;2485,550;-
2015-12-21;17;2776,488;-
2015-12-21;18;3119,575;-
2015-12-21;19;3305,700;-
2015-12-21;20;3376,288;-
2015-12-21;21;3500,900;-
2015-12-21;22;3574,675;-
2015-12-21;23;3609,900;-
2015-12-21;24;3831,638;-
2015-12-22;1;3931,263;-
2015-12-22;2;4028,175;-
2015-12-22;3;4068,900;-
2015-12-22;4;4072,363;-
2015-12-22;5;4039,888;-
2015-12-22;6;3994,250;-
2015-12-22;7;3968,813;-
2015-12-22;8;3942,175;-
2015-12-22;9;3959,075;-
2015-12-22;10;4078,188;-
2015-12-22;11;3890,313;-
2015-12-22;12;3683,325;-
2015-12-22;13;3347,350;-
2015-12-22;14;2942,725;-
2015-12-22;15;2935,413;-
2015-12-22;16;3105,713;-
2015-12-22;17;3431,225;-
2015-12-22;18;3619,400;-
2015-12-22;19;3790,900;-
2015-12-22;20;3885,675;-
2015-12-22;21;3899,900;-
2015-12-22;22;3879,238;-
2015-12-22;23;3840,750;-
2015-12-22;24;3791,088;-
2015-12-23;1;3789,363;-
2015-12-23;2;3857,938;-
2015-12-23;3;3819,700;-
2015-12-23;4;3765,913;-
2015-12-23;5;3790,063;-
2015-12-23;6;3838,400;-
2015-12-23;7;3939,188;-
2015-12-23;8;3984,913;-
2015-12-23;9;4066,775;-
2015-12-23;10;4162,188;-
2015-12-23;11;4125,450;-
2015-12-23;12;4145,600;-
2015-12-23;13;4251,938;-
2015-12-23;14;4167,088;-
2015-12-23;15;4150,800;-
2015-12-23;16;4032,413;-
2015-12-23;17;3871,838;-
2015-12-23;18;3903,250;-
2015-12-23;19;3938,188;-
2015-12-23;20;3986,700;-
2015-12-23;21;4035,500;-
2015-12-23;22;3949,363;-
2015-12-23;23;3789,800;-
2015-12-23;24;3556,425;-
2015-12-24;1;3241,988;-
2015-12-24;2;2845,800;-
2015-12-24;3;2494,025;-
2015-12-24;4;2212,388;-
2015-12-24;5;1936,038;-
2015-12-24;6;1876,725;-
2015-12-24;7;1759,250;-
2015-12-24;8;1504,675;-
2015-12-24;9;1320,150;-
2015-12-24;10;1140,263;-
2015-12-24;11;891,225;-
2015-12-24;12;721,500;-
2015-12-24;13;807,138;-
2015-12-24;14;987,925;-
2015-12-24;15;1251,425;-
2015-12-24;16;1679,150;-
2015-12-24;17;2304,600;-
2015-12-24;18;2734,438;-
2015-12-24;19;2939,613;-
2015-12-24;20;3140,313;-
2015-12-24;21;3339,138;-
2015-12-24;22;3413,850;-
2015-12-24;23;3479,075;-
2015-12-24;24;3456,538;-
2015-12-25;1;3417,788;-
2015-12-25;2;3382,263;-
2015-12-25;3;3243,075;-
2015-12-25;4;3201,375;-
2015-12-25;5;3297,038;-
2015-12-25;6;3274,300;-
2015-12-25;7;3310,975;-
2015-12-25;8;3436,250;-
2015-12-25;9;3458,000;-
2015-12-25;10;3340,988;-
2015-12-25;11;3269,013;-
2015-12-25;12;3348,775;-
2015-12-25;13;3388,763;-
2015-12-25;14;3210,763;-
2015-12-25;15;2973,713;-
2015-12-25;16;2884,038;-
2015-12-25;17;2906,738;-
2015-12-25;18;3010,750;-
2015-12-25;19;3095,275;-
2015-12-25;20;3124,350;-
2015-12-25;21;2909,163;-
2015-12-25;22;2806,113;-
2015-12-25;23;2734,500;-
2015-12-25;24;2638,488;-
2015-12-26;1;2568,138;-
2015-12-26;2;2437,763;-
2015-12-26;3;2369,338;-
2015-12-26;4;2538,900;-
2015-12-26;5;2851,313;-
2015-12-26;6;3003,750;-
2015-12-26;7;3308,263;-
2015-12-26;8;3638,675;-
2015-12-26;9;3828,850;-
2015-12-26;10;3790,413;-
2015-12-26;11;3729,250;-
2015-12-26;12;3577,200;-
2015-12-26;13;3593,013;-
2015-12-26;14;3651,250;-
2015-12-26;15;3556,200;-
2015-12-26;16;3306,200;-
2015-12-26;17;3120,700;-
2015-12-26;18;2929,200;-
2015-12-26;19;2686,313;-
2015-12-26;20;2468,050;-
2015-12-26;21;2381,988;-
2015-12-26;22;2310,900;-
2015-12-26;23;2271,613;-
2015-12-26;24;2143,675;-
2015-12-27;1;1976,425;-
2015-12-27;2;1919,300;-
2015-12-27;3;1905,038;-
2015-12-27;4;1914,338;-
2015-12-27;5;1788,763;-
2015-12-27;6;1782,188;-
2015-12-27;7;1780,788;-
2015-12-27;8;1794,375;-
2015-12-27;9;1774,113;-
2015-12-27;10;1761,225;-
2015-12-27;11;1877,400;-
2015-12-27;12;1975,713;-
2015-12-27;13;2001,538;-
2015-12-27;14;2155,888;-
2015-12-27;15;2404,638;-
2015-12-27;16;2826,175;-
2015-12-27;17;3121,425;-
2015-12-27;18;3270,388;-
2015-12-27;19;3390,838;-
2015-12-27;20;3432,950;-
2015-12-27;21;3341,813;-
2015-12-27;22;3220,288;-
2015-12-27;23;3239,263;-
2015-12-27;24;3222,763;-
2015-12-28;1;3015,975;-
2015-12-28;2;3107,988;-
2015-12-28;3;3104,738;-
2015-12-28;4;2922,525;-
2015-12-28;5;2721,875;-
2015-12-28;6;2653,538;-
2015-12-28;7;2330,613;-
2015-12-28;8;2020,900;-
2015-12-28;9;1888,850;-
2015-12-28;10;1633,700;-
2015-12-28;11;1398,050;-
2015-12-28;12;1301,013;-
2015-12-28;13;1207,438;-
2015-12-28;14;1247,163;-
2015-12-28;15;1319,500;-
2015-12-28;16;1276,600;-
2015-12-28;17;1018,288;-
2015-12-28;18;987,550;-
2015-12-28;19;1059,650;-
2015-12-28;20;1158,013;-
2015-12-28;21;1087,550;-
2015-12-28;22;1046,100;-
2015-12-28;23;981,038;-
2015-12-28;24;955,463;-
2015-12-29;1;1064,075;-
2015-12-29;2;1093,850;-
2015-12-29;3;1144,113;-
2015-12-29;4;1285,313;-
2015-12-29;5;1493,463;-
2015-12-29;6;1696,163;-
2015-12-29;7;1857,063;-
2015-12-29;8;1920,650;-
2015-12-29;9;1932,300;-
2015-12-29;10;1950,963;-
2015-12-29;11;1808,425;-
2015-12-29;12;1690,025;-
2015-12-29;13;1588,350;-
2015-12-29;14;1496,925;-
2015-12-29;15;1472,575;-
2015-12-29;16;1669,113;-
2015-12-29;17;1943,538;-
2015-12-29;18;2071,588;-
2015-12-29;19;2101,388;-
2015-12-29;20;2040,688;-
2015-12-29;21;1949,925;-
2015-12-29;22;1913,613;-
2015-12-29;23;1857,175;-
2015-12-29;24;1877,013;-
2015-12-30;1;1908,300;-
2015-12-30;2;1917,925;-
2015-12-30;3;1809,088;-
2015-12-30;4;1751,613;-
2015-12-30;5;1748,138;-
2015-12-30;6;1676,538;-
2015-12-30;7;1914,663;-
2015-12-30;8;2163,788;-
2015-12-30;9;2222,075;-
2015-12-30;10;2234,888;-
2015-12-30;11;2200,213;-
2015-12-30;12;2177,575;-
2015-12-30;13;2013,400;-
2015-12-30;14;2030,725;-
2015-12-30;15;2055,075;-
2015-12-30;16;2058,513;-
2015-12-30;17;2193,600;-
2015-12-30;18;2455,963;-
2015-12-30;19;2718,225;-
2015-12-30;20;2848,900;-
2015-12-30;21;3092,838;-
2015-12-30;22;3285,725;-
2015-12-30;23;3375,100;-
2015-12-30;24;3361,725;-
2015-12-31;1;3345,525;-
2015-12-31;2;3350,438;-
2015-12-31;3;3310,575;-
2015-12-31;4;3224,688;-
2015-12-31;5;3124,438;-
2015-12-31;6;3087,850;-
2015-12-31;7;3197,175;-
2015-12-31;8;3205,575;-
2015-12-31;9;3189,638;-
2015-12-31;10;2968,888;-
2015-12-31;11;2696,863;-
2015-12-31;12;2477,950;-
2015-12-31;13;2302,700;-
2015-12-31;14;2205,825;-
2015-12-31;15;2118,613;-
2015-12-31;16;2046,938;-
2015-12-31;17;2186,388;-
2015-12-31;18;2331,200;-
2015-12-31;19;2246,650;-
2015-12-31;20;2169,638;-
2015-12-31;21;2071,838;-
2015-12-31;22;1876,425;-
2015-12-31;23;1632,450;-
2015-12-31;24;1486,363;-
2016-01-01;1;1365,050;-
2016-01-01;2;1278,125;-
2016-01-01;3;1199,138;-
2016-01-01;4;1025,988;-
2016-01-01;5;877,988;-
2016-01-01;6;891,563;-
2016-01-01;7;785,575;-
2016-01-01;8;745,500;-
2016-01-01;9;761,650;-
2016-01-01;10;720,213;-
2016-01-01;11;618,913;-
2016-01-01;12;556,900;-
2016-01-01;13;583,325;-
2016-01-01;14;572,638;-
2016-01-01;15;577,125;-
2016-01-01;16;640,200;-
2016-01-01;17;785,050;-
2016-01-01;18;1005,900;-
2016-01-01;19;1138,375;-
2016-01-01;20;1213,300;-
2016-01-01;21;1214,425;-
2016-01-01;22;1207,338;-
2016-01-01;23;1180,263;-
2016-01-01;24;1139,188;-
2016-01-02;1;1150,950;-
2016-01-02;2;1227,888;-
2016-01-02;3;1229,588;-
2016-01-02;4;1478,250;-
2016-01-02;5;1743,463;-
2016-01-02;6;2079,413;-
2016-01-02;7;2241,850;-
2016-01-02;8;2379,763;-
2016-01-02;9;2459,113;-
2016-01-02;10;2646,150;-
2016-01-02;11;2866,900;-
2016-01-02;12;2992,225;-
2016-01-02;13;2995,713;-
2016-01-02;14;2896,338;-
2016-01-02;15;2861,500;-
2016-01-02;16;2763,388;-
2016-01-02;17;2838,400;-
2016-01-02;18;3026,163;-
2016-01-02;19;3064,288;-
2016-01-02;20;2987,313;-
2016-01-02;21;2850,813;-
2016-01-02;22;2604,150;-
2016-01-02;23;2379,350;-
2016-01-02;24;2270,088;-
2016-01-03;1;2178,525;-
2016-01-03;2;2089,075;-
2016-01-03;3;1998,750;-
2016-01-03;4;1815,463;-
2016-01-03;5;1622,963;-
2016-01-03;6;1442,688;-
2016-01-03;7;1340,100;-
2016-01-03;8;1266,363;-
2016-01-03;9;1217,213;-
2016-01-03;10;1060,175;-
2016-01-03;11;978,525;-
2016-01-03;12;985,775;-
2016-01-03;13;1017,525;-
2016-01-03;14;1073,425;-
2016-01-03;15;1045,038;-
2016-01-03;16;1114,088;-
2016-01-03;17;1326,413;-
2016-01-03;18;1580,675;-
2016-01-03;19;1712,675;-
2016-01-03;20;1803,663;-
2016-01-03;21;1830,088;-
2016-01-03;22;1752,363;-
2016-01-03;23;1657,400;-
2016-01-03;24;1615,788;-
2016-01-04;1;1637,750;-
2016-01-04;2;1690,375;-
2016-01-04;3;1722,838;-
2016-01-04;4;1749,913;-
2016-01-04;5;1907,025;-
2016-01-04;6;1953,938;-
2016-01-04;7;1992,688;-
2016-01-04;8;1965,738;-
2016-01-04;9;1994,950;-
2016-01-04;10;1810,300;-
2016-01-04;11;1584,350;-
2016-01-04;12;1426,313;-
2016-01-04;13;1326,038;-
2016-01-04;14;1340,563;-
2016-01-04;15;1340,963;-
2016-01-04;16;1439,650;-
2016-01-04;17;1601,163;-
2016-01-04;18;1713,263;-
2016-01-04;19;1687,488;-
2016-01-04;20;1527,388;-
2016-01-04;21;1359,588;-
2016-01-04;22;1244,175;-
2016-01-04;23;1083,925;-
2016-01-04;24;929,063;-
2016-01-05;1;780,275;-
2016-01-05;2;725,725;-
2016-01-05;3;664,863;-
2016-01-05;4;703,763;-
2016-01-05;5;700,000;-
2016-01-05;6;688,900;-
2016-01-05;7;707,175;-
2016-01-05;8;662,200;-
2016-01-05;9;791,788;-
2016-01-05;10;666,325;-
2016-01-05;11;468,475;-
2016-01-05;12;333,238;-
2016-01-05;13;275,025;-
2016-01-05;14;282,700;-
2016-01-05;15;300,100;-
2016-01-05;16;359,588;-
2016-01-05;17;487,163;-
2016-01-05;18;548,850;-
2016-01-05;19;596,638;-
2016-01-05;20;632,688;-
2016-01-05;21;669,675;-
2016-01-05;22;671,700;-
2016-01-05;23;600,425;-
2016-01-05;24;510,225;-
2016-01-06;1;445,075;-
2016-01-06;2;456,663;-
2016-01-06;3;505,513;-
2016-01-06;4;563,600;-
2016-01-06;5;627,975;-
2016-01-06;6;679,088;-
2016-01-06;7;733,900;-
2016-01-06;8;705,288;-
2016-01-06;9;685,575;-
2016-01-06;10;603,700;-
2016-01-06;11;362,563;-
2016-01-06;12;225,975;-
2016-01-06;13;215,525;-
2016-01-06;14;200,238;-
2016-01-06;15;223,000;-
2016-01-06;16;341,288;-
2016-01-06;17;535,675;-
2016-01-06;18;715,600;-
2016-01-06;19;752,213;-
2016-01-06;20;777,313;-
2016-01-06;21;805,888;-
2016-01-06;22;766,413;-
2016-01-06;23;731,475;-
2016-01-06;24;700,900;-
2016-01-07;1;722,475;-
2016-01-07;2;669,488;-
2016-01-07;3;620,425;-
2016-01-07;4;654,475;-
2016-01-07;5;734,525;-
2016-01-07;6;808,888;-
2016-01-07;7;753,600;-
2016-01-07;8;711,113;-
2016-01-07;9;679,538;-
2016-01-07;10;615,200;-
2016-01-07;11;630,400;-
2016-01-07;12;646,588;-
2016-01-07;13;708,013;-
2016-01-07;14;784,625;-
2016-01-07;15;839,438;-
2016-01-07;16;846,575;-
2016-01-07;17;916,400;-
2016-01-07;18;907,350;-
2016-01-07;19;991,400;-
2016-01-07;20;1014,275;-
2016-01-07;21;1128,475;-
2016-01-07;22;1214,500;-
2016-01-07;23;1266,763;-
2016-01-07;24;1356,013;-
2016-01-08;1;1517,225;-
2016-01-08;2;1677,175;-
2016-01-08;3;1760,613;-
2016-01-08;4;1928,025;-
2016-01-08;5;1966,975;-
2016-01-08;6;1946,938;-
2016-01-08;7;2162,838;-
2016-01-08;8;2152,513;-
2016-01-08;9;2066,150;-
2016-01-08;10;1915,738;-
2016-01-08;11;1911,188;-
2016-01-08;12;1853,900;-
2016-01-08;13;1825,150;-
2016-01-08;14;1933,163;-
2016-01-08;15;2141,288;-
2016-01-08;16;2276,375;-
2016-01-08;17;2400,663;-
2016-01-08;18;2420,013;-
2016-01-08;19;2513,988;-
2016-01-08;20;2576,163;-
2016-01-08;21;2593,813;-
2016-01-08;22;2598,088;-
2016-01-08;23;2615,763;-
2016-01-08;24;2607,625;-
2016-01-09;1;2662,075;-
2016-01-09;2;2616,225;-
2016-01-09;3;2497,888;-
2016-01-09;4;2167,800;-
2016-01-09;5;1751,363;-
2016-01-09;6;1388,050;-
2016-01-09;7;1270,938;-
2016-01-09;8;1131,413;-
2016-01-09;9;968,300;-
2016-01-09;10;697,575;-
2016-01-09;11;557,050;-
2016-01-09;12;479,163;-
2016-01-09;13;374,263;-
2016-01-09;14;322,850;-
2016-01-09;15;329,700;-
2016-01-09;16;400,975;-
2016-01-09;17;571,875;-
2016-01-09;18;705,113;-
2016-01-09;19;757,325;-
2016-01-09;20;941,663;-
2016-01-09;21;1011,150;-
2016-01-09;22;1135,838;-
2016-01-09;23;1256,463;-
2016-01-09;24;1392,588;-
2016-01-10;1;1473,188;-
2016-01-10;2;1594,400;-
2016-01-10;3;1645,863;-
2016-01-10;4;1619,988;-
2016-01-10;5;1710,888;-
2016-01-10;6;1849,375;-
2016-01-10;7;1882,825;-
2016-01-10;8;1977,850;-
2016-01-10;9;2073,388;-
2016-01-10;10;2228,800;-
2016-01-10;11;2221,688;-
2016-01-10;12;2055,650;-
2016-01-10;13;1988,913;-
2016-01-10;14;1886,125;-
2016-01-10;15;1941,688;-
2016-01-10;16;2121,713;-
2016-01-10;17;2328,138;-
2016-01-10;18;2318,938;-
2016-01-10;19;2289,063;-
2016-01-10;20;2157,425;-
2016-01-10;21;1994,588;-
2016-01-10;22;1808,000;-
2016-01-10;23;1648,788;-
2016-01-10;24;1554,363;-
2016-01-11;1;1381,031;-
2016-01-11;2;1263,152;-
2016-01-11;3;1326,186;-
2016-01-11;4;1326,699;-
2016-01-11;5;1214,189;-
2016-01-11;6;1170,478;-
2016-01-11;7;1140,137;-
2016-01-11;8;993,585;-
2016-01-11;9;955,027;-
2016-01-11;10;899,912;-
2016-01-11;11;787,313;-
2016-01-11;12;657,420;-
2016-01-11;13;531,536;-
2016-01-11;14;410,172;-
2016-01-11;15;300,323;-
2016-01-11;16;220,122;-
2016-01-11;17;160,519;-
2016-01-11;18;160,232;-
2016-01-11;19;167,660;-
2016-01-11;20;212,995;-
2016-01-11;21;264,894;-
2016-01-11;22;241,284;-
2016-01-11;23;211,462;-
2016-01-11;24;222,045;-
2016-01-12;1;213,549;-
2016-01-12;2;222,074;-
2016-01-12;3;286,684;-
2016-01-12;4;304,996;-
2016-01-12;5;364,023;-
2016-01-12;6;401,062;-
2016-01-12;7;481,760;-
2016-01-12;8;556,936;-
2016-01-12;9;567,499;-
2016-01-12;10;567,849;-
2016-01-12;11;577,495;-
2016-01-12;12;506,973;-
2016-01-12;13;456,906;-
2016-01-12;14;447,489;-
2016-01-12;15;420,645;-
2016-01-12;16;434,423;-
2016-01-12;17;449,447;-
2016-01-12;18;577,212;-
2016-01-12;19;648,125;-
2016-01-12;20;721,489;-
2016-01-12;21;699,202;-
2016-01-12;22;771,324;-
2016-01-12;23;792,479;-
2016-01-12;24;800,743;-
2016-01-13;1;841,113;-
2016-01-13;2;913,862;-
2016-01-13;3;961,751;-
2016-01-13;4;957,047;-
2016-01-13;5;994,611;-
2016-01-13;6;1116,837;-
2016-01-13;7;1192,826;-
2016-01-13;8;1242,179;-
2016-01-13;9;1246,751;-
2016-01-13;10;1242,765;-
2016-01-13;11;1199,287;-
2016-01-13;12;1210,114;-
2016-01-13;13;1263,615;-
2016-01-13;14;1208,624;-
2016-01-13;15;1217,713;-
2016-01-13;16;1330,000;-
2016-01-13;17;1432,676;-
2016-01-13;18;1607,902;-
2016-01-13;19;1602,280;-
2016-01-13;20;1800,937;-
2016-01-13;21;1877,603;-
2016-01-13;22;1920,440;-
2016-01-13;23;2022,377;-
2016-01-13;24;2003,913;-
2016-01-14;1;1910,825;-
2016-01-14;2;1959,575;-
2016-01-14;3;1753,625;-
2016-01-14;4;1612,113;-
2016-01-14;5;1446,150;-
2016-01-14;6;1197,725;-
2016-01-14;7;1151,588;-
2016-01-14;8;1078,550;-
2016-01-14;9;973,650;-
2016-01-14;10;935,813;-
2016-01-14;11;921,763;-
2016-01-14;12;850,788;-
2016-01-14;13;754,300;-
2016-01-14;14;659,450;-
2016-01-14;15;561,450;-
2016-01-14;16;532,038;-
2016-01-14;17;656,650;-
2016-01-14;18;729,513;-
2016-01-14;19;697,238;-
2016-01-14;20;679,788;-
2016-01-14;21;609,625;-
2016-01-14;22;564,688;-
2016-01-14;23;496,588;-
2016-01-14;24;397,538;-
2016-01-15;1;347,373;-
2016-01-15;2;310,561;-
2016-01-15;3;331,811;-
2016-01-15;4;307,699;-
2016-01-15;5;317,509;-
2016-01-15;6;377,123;-
2016-01-15;7;332,996;-
2016-01-15;8;357,645;-
2016-01-15;9;349,811;-
2016-01-15;10;285,898;-
2016-01-15;11;215,375;-
2016-01-15;12;161,595;-
2016-01-15;13;177,222;-
2016-01-15;14;213,797;-
2016-01-15;15;267,208;-
2016-01-15;16;309,647;-
2016-01-15;17;397,698;-
2016-01-15;18;483,898;-
2016-01-15;19;527,162;-
2016-01-15;20;563,810;-
2016-01-15;21;608,625;-
2016-01-15;22;736,663;-
2016-01-15;23;777,114;-
2016-01-15;24;809,551;-
2016-01-16;1;875,564;-
2016-01-16;2;927,101;-
2016-01-16;3;951,049;-
2016-01-16;4;1023,084;-
2016-01-16;5;1152,858;-
2016-01-16;6;1176,887;-
2016-01-16;7;1156,278;-
2016-01-16;8;987,813;-
2016-01-16;9;814,114;-
2016-01-16;10;700,538;-
2016-01-16;11;614,051;-
2016-01-16;12;529,422;-
2016-01-16;13;526,309;-
2016-01-16;14;421,059;-
2016-01-16;15;390,556;-
2016-01-16;16;410,758;-
2016-01-16;17;461,445;-
2016-01-16;18;506,597;-
2016-01-16;19;443,760;-
2016-01-16;20;366,335;-
2016-01-16;21;374,897;-
2016-01-16;22;330,110;-
2016-01-16;23;314,696;-
2016-01-16;24;303,910;-
2016-01-17;1;287,984;-
2016-01-17;2;263,937;-
2016-01-17;3;257,971;-
2016-01-17;4;250,896;-
2016-01-17;5;276,298;-
2016-01-17;6;259,373;-
2016-01-17;7;199,083;-
2016-01-17;8;188,183;-
2016-01-17;9;183,771;-
2016-01-17;10;170,998;-
2016-01-17;11;159,595;-
2016-01-17;12;138,673;-
2016-01-17;13;114,160;-
2016-01-17;14;107,930;-
2016-01-17;15;122,713;-
2016-01-17;16;141,696;-
2016-01-17;17;212,558;-
2016-01-17;18;259,597;-
2016-01-17;19;272,185;-
2016-01-17;20;292,236;-
2016-01-17;21;308,191;-
2016-01-17;22;346,426;-
2016-01-17;23;395,461;-
2016-01-17;24;469,576;-
2016-01-18;1;484,325;-
2016-01-18;2;570,400;-
2016-01-18;3;593,500;-
2016-01-18;4;564,300;-
2016-01-18;5;554,600;-
2016-01-18;6;484,563;-
2016-01-18;7;482,650;-
2016-01-18;8;494,275;-
2016-01-18;9;485,338;-
2016-01-18;10;443,888;-
2016-01-18;11;352,438;-
2016-01-18;12;292,300;-
2016-01-18;13;260,825;-
2016-01-18;14;258,363;-
2016-01-18;15;302,938;-
2016-01-18;16;321,800;-
2016-01-18;17;427,863;-
2016-01-18;18;603,938;-
2016-01-18;19;806,938;-
2016-01-18;20;914,400;-
2016-01-18;21;916,000;-
2016-01-18;22;849,213;-
2016-01-18;23;880,050;-
2016-01-18;24;820,838;-
2016-01-19;1;852,675;-
2016-01-19;2;826,900;-
2016-01-19;3;861,975;-
2016-01-19;4;879,038;-
2016-01-19;5;987,738;-
2016-01-19;6;1041,025;-
2016-01-19;7;1045,075;-
2016-01-19;8;1048,575;-
2016-01-19;9;1107,988;-
2016-01-19;10;1058,413;-
2016-01-19;11;1020,600;-
2016-01-19;12;1049,838;-
2016-01-19;13;1145,588;-
2016-01-19;14;1260,925;-
2016-01-19;15;1417,938;-
2016-01-19;16;1596,425;-
2016-01-19;17;1790,113;-
2016-01-19;18;2063,225;-
2016-01-19;19;2393,550;-
2016-01-19;20;2574,613;-
2016-01-19;21;2647,625;-
2016-01-19;22;2711,488;-
2016-01-19;23;2532,313;-
2016-01-19;24;2395,413;-
2016-01-20;1;2425,863;-
2016-01-20;2;2339,850;-
2016-01-20;3;2255,438;-
2016-01-20;4;2327,900;-
2016-01-20;5;2189,763;-
2016-01-20;6;2052,175;-
2016-01-20;7;1881,138;-
2016-01-20;8;1561,975;-
2016-01-20;9;1467,400;-
2016-01-20;10;1414,550;-
2016-01-20;11;1272,600;-
2016-01-20;12;1258,875;-
2016-01-20;13;1204,300;-
2016-01-20;14;1118,338;-
2016-01-20;15;1149,838;-
2016-01-20;16;1185,675;-
2016-01-20;17;1309,350;-
2016-01-20;18;1397,900;-
2016-01-20;19;1456,025;-
2016-01-20;20;1468,563;-
2016-01-20;21;1626,563;-
2016-01-20;22;1687,638;-
2016-01-20;23;1717,638;-
2016-01-20;24;1689,538;-
2016-01-21;1;1738,925;-
2016-01-21;2;1643,225;-
2016-01-21;3;1639,125;-
2016-01-21;4;1674,613;-
2016-01-21;5;1823,925;-
2016-01-21;6;1683,563;-
2016-01-21;7;1630,763;-
2016-01-21;8;1575,613;-
2016-01-21;9;1460,263;-
2016-01-21;10;1467,750;-
2016-01-21;11;1473,463;-
2016-01-21;12;1443,813;-
2016-01-21;13;1557,650;-
2016-01-21;14;1580,713;-
2016-01-21;15;1503,613;-
2016-01-21;16;1449,625;-
2016-01-21;17;1407,338;-
2016-01-21;18;1400,550;-
2016-01-21;19;1351,675;-
2016-01-21;20;1380,063;-
2016-01-21;21;1395,050;-
2016-01-21;22;1496,600;-
2016-01-21;23;1521,363;-
2016-01-21;24;1447,888;-
2016-01-22;1;1373,400;-
2016-01-22;2;1301,438;-
2016-01-22;3;1231,738;-
2016-01-22;4;1218,625;-
2016-01-22;5;1223,975;-
2016-01-22;6;1167,663;-
2016-01-22;7;1145,425;-
2016-01-22;8;1145,838;-
2016-01-22;9;1074,475;-
2016-01-22;10;942,875;-
2016-01-22;11;665,163;-
2016-01-22;12;448,375;-
2016-01-22;13;358,475;-
2016-01-22;14;282,125;-
2016-01-22;15;272,838;-
2016-01-22;16;316,688;-
2016-01-22;17;457,900;-
2016-01-22;18;746,363;-
2016-01-22;19;1039,775;-
2016-01-22;20;1218,775;-
2016-01-22;21;1399,100;-
2016-01-22;22;1572,425;-
2016-01-22;23;1703,450;-
2016-01-22;24;1930,675;-
2016-01-23;1;2110,363;-
2016-01-23;2;2284,888;-
2016-01-23;3;2381,850;-
2016-01-23;4;2388,375;-
2016-01-23;5;2368,925;-
2016-01-23;6;2457,388;-
2016-01-23;7;2360,575;-
2016-01-23;8;2149,325;-
2016-01-23;9;1872,113;-
2016-01-23;10;1643,313;-
