Data;Godzina;Generacja.zrodel.wiatrowych;Generacja.zrodel.fotowoltaicznych
2021-09-03;22;1034,663;0,000
2021-09-03;23;980,275;0,000
2021-09-03;24;852,725;0,000
2021-09-04;1;696,338;0,013
2021-09-04;2;615,213;0,100
2021-09-04;3;559,250;0,050
2021-09-04;4;556,425;0,013
2021-09-04;5;581,013;0,025
2021-09-04;6;570,438;0,288
2021-09-05;1;1563,038;0,000
2021-09-05;2;1529,813;0,000
2021-09-05;3;1382,150;0,000
2021-09-05;4;1247,250;0,000
2021-09-05;5;1201,225;0,000
2021-09-05;6;1191,600;0,150
2021-09-05;7;1232,513;59,600
2021-09-05;8;1166,563;439,888
2021-09-05;9;672,638;1126,813
2021-09-05;10;520,950;1893,850
2021-09-05;11;546,738;2485,663
2021-09-05;12;538,013;2851,713
2021-09-05;13;530,975;3121,475
2021-09-05;14;462,588;3008,175
2021-09-05;15;404,313;2802,950
2021-09-05;16;402,275;2554,213
2021-09-05;17;380,988;1948,000
2021-09-05;18;383,800;1394,763
2021-09-05;19;505,563;664,725
2021-09-05;20;866,675;109,663
2021-09-05;21;1408,088;0,263
2021-09-05;22;1634,313;0,000
2021-09-05;23;1764,588;0,000
2021-09-05;24;1859,688;0,000
2021-09-06;1;1915,625;0,000
2021-09-06;2;1841,913;0,000
2021-09-06;3;1739,500;0,000
2021-09-06;4;1685,150;0,000
2021-09-06;5;1510,813;0,000
2021-09-06;6;1374,888;0,025
2021-09-06;7;1328,688;68,800
2021-09-06;8;1143,213;457,513
2021-09-06;9;640,000;1197,625
2021-09-06;10;251,650;1888,438
2021-09-06;11;305,175;2474,913
2021-09-06;12;414,888;2764,913
2021-09-06;13;365,688;2972,325
2021-09-06;14;248,925;3052,475
2021-09-06;15;159,350;2852,838
2021-09-06;16;111,113;2551,800
2021-09-06;17;84,300;1993,375
2021-09-06;18;69,250;1272,663
2021-09-06;19;134,625;588,638
2021-09-06;20;314,713;83,113
2021-09-06;21;629,363;0,150
2021-09-06;22;927,163;0,000
2021-09-06;23;1210,975;0,000
2021-09-06;24;1370,575;0,000
2021-09-07;1;1488,100;0,000
2021-09-07;2;1461,875;0,000
2021-09-07;3;1314,700;0,000
2021-09-07;4;1077,388;0,000
2021-09-07;5;920,288;0,000
2021-09-07;6;763,800;0,000
2021-09-07;7;628,625;55,150
2021-09-08;1;470,788;0,000
2021-09-08;2;545,963;0,000
2021-09-08;3;525,875;0,000
2021-09-08;4;537,125;0,000
2021-09-09;1;1643,275;0,000
2021-09-09;2;1686,575;0,000
2021-09-09;3;1656,788;0,000
2021-09-09;4;1551,613;0,000
2021-09-09;5;1538,100;0,000
2021-09-09;6;1643,388;0,000
2021-09-09;7;1753,863;41,550
2021-09-09;8;1845,213;366,250
2021-09-09;9;1376,363;1146,400
2021-09-09;10;784,538;1941,650
2021-09-09;11;834,950;2528,225
2021-09-09;12;1183,563;2874,150
2021-09-09;13;1457,900;3102,338
2021-09-09;14;1586,438;3130,788
2021-09-09;15;1553,763;2897,250
2021-09-09;16;1515,525;2557,600
2021-09-09;17;1352,125;1941,050
2021-09-09;18;1076,363;1288,763
2021-09-09;19;969,113;510,513
2021-09-09;20;1353,938;45,263
2021-09-09;21;1944,988;0,113
2021-09-09;22;2321,863;0,000
2021-09-09;23;2481,438;0,000
2021-09-09;24;2495,263;0,000
2021-09-10;1;2381,213;0,000
2021-09-10;2;2149,613;0,000
2021-09-10;3;1965,400;0,000
2021-09-10;4;1767,638;0,000
2021-09-10;5;1631,938;0,000
2021-09-10;6;1552,700;0,000
2021-09-10;7;1512,638;49,275
2021-09-10;8;1488,013;444,038
2021-09-10;9;1063,413;1192,075
2021-09-10;10;494,450;1874,925
2021-09-10;11;339,075;2421,088
2021-09-10;12;409,400;2858,313
2021-09-10;13;470,988;3033,650
2021-09-10;14;613,125;3034,863
2021-09-10;15;651,350;2793,413
2021-09-10;16;550,388;2399,488
2021-09-10;17;486,025;1850,138
2021-09-10;18;453,713;1166,288
2021-09-10;19;562,175;418,413
2021-09-10;20;940,188;27,150
2021-09-10;21;1387,525;0,063
2021-09-10;22;1696,388;0,000
2021-09-10;23;1811,525;0,013
2021-09-10;24;1724,913;0,063
2021-09-11;1;1602,388;0,000
2021-09-11;2;1473,000;0,000
2021-09-11;3;1260,838;0,000
2021-09-11;4;1164,150;0,000
2021-09-11;5;1070,938;0,000
2021-09-11;6;919,363;0,000
2021-09-11;7;861,100;45,525
2021-09-11;8;838,838;377,300
2021-09-11;9;600,588;941,650
2021-09-11;10;280,788;1665,575
2021-09-11;11;252,200;2188,050
2021-09-11;12;407,925;2564,300
2021-09-11;13;555,238;2614,400
2021-09-11;14;535,063;2586,238
2021-09-11;15;500,550;2430,025
2021-09-11;16;527,613;2089,525
2021-09-11;17;511,388;1613,725
2021-09-11;18;321,475;922,550
2021-09-11;19;355,738;315,375
2021-09-11;20;479,563;32,738
2021-09-11;21;402,413;0,050
2021-09-11;22;568,138;0,000
2021-09-11;23;605,125;0,000
2021-09-11;24;703,963;0,000
2021-09-12;1;809,925;0,000
2021-09-12;2;819,038;0,000
2021-09-12;3;703,263;0,000
2021-09-12;4;628,275;0,075
2021-09-12;5;610,288;0,025
2021-09-12;6;576,363;0,013
2021-09-12;7;524,813;38,563
2021-09-12;8;467,175;242,950
2021-09-12;9;356,313;826,075
2021-09-12;10;292,363;1358,588
2021-09-12;11;397,338;1975,300
2021-09-12;12;552,588;2204,113
2021-09-12;13;751,200;2145,825
2021-09-12;14;972,075;2181,350
2021-09-12;15;1086,363;2079,963
2021-09-12;16;1152,788;1843,500
2021-09-12;17;1061,275;1443,538
2021-09-12;18;789,338;920,488
2021-09-12;19;654,500;303,225
2021-09-12;20;723,888;26,825
2021-09-12;21;826,638;0,013
2021-09-12;22;869,300;0,000
2021-09-12;23;1004,375;0,000
2021-09-12;24;1056,575;0,000
2021-09-13;1;1061,350;0,000
2021-09-13;2;1115,888;0,000
2021-09-13;3;1083,850;0,000
2021-09-13;4;1066,788;0,000
2021-09-13;5;1095,550;0,000
2021-09-13;6;1033,213;0,000
2021-09-13;7;995,163;36,688
2021-09-13;8;882,913;184,238
2021-09-13;9;642,700;556,313
2021-09-13;10;516,363;1286,138
2021-09-13;11;589,838;1711,738
2021-09-13;12;897,025;2128,413
2021-09-13;13;1028,550;2067,063
2021-09-13;14;1135,463;2045,550
2021-09-13;15;1075,475;1653,963
2021-09-13;16;1093,863;1532,263
2021-09-13;17;963,225;1272,713
2021-09-13;18;783,188;747,325
2021-09-13;19;632,400;326,525
2021-09-13;20;485,950;32,925
2021-09-13;21;448,950;0,000
2021-09-13;22;449,750;0,000
2021-09-13;23;405,488;0,000
2021-09-13;24;305,200;0,000
2021-09-14;1;249,200;0,000
2021-09-14;2;212,050;0,050
2021-09-14;3;201,963;0,000
2021-09-14;4;159,188;0,025
2021-09-14;5;146,750;0,000
2021-09-14;6;172,263;0,000
2021-09-14;7;213,600;27,963
2021-09-14;8;211,663;197,100
2021-09-14;9;150,938;654,475
2021-09-14;10;122,625;1122,850
2021-09-14;11;93,013;1650,425
2021-09-14;12;82,038;2100,438
2021-09-14;13;78,825;1954,500
2021-09-14;14;73,600;1992,200
2021-09-14;15;59,475;1812,913
2021-09-14;16;41,913;1721,588
2021-09-14;17;41,525;1257,038
2021-09-14;18;37,888;854,863
2021-09-14;19;73,563;336,013
2021-09-14;20;229,338;32,763
2021-09-14;21;416,300;0,125
2021-09-14;22;553,163;0,000
2021-09-14;23;616,263;0,000
2021-09-14;24;707,263;0,000
2021-09-15;1;770,425;0,000
2021-09-15;2;784,938;0,000
2021-09-15;3;793,313;0,000
2021-09-15;4;742,800;0,000
2021-09-15;5;663,350;0,000
2021-09-15;6;657,888;0,025
2021-09-15;7;627,163;26,675
2021-09-15;8;674,675;231,713
2021-09-15;9;519,075;856,850
2021-09-15;10;288,575;1523,800
2021-09-15;11;212,938;2085,500
2021-09-15;12;295,550;2420,288
2021-09-15;13;412,563;2482,563
2021-09-15;14;457,638;2323,875
2021-09-15;15;470,000;2086,825
2021-09-15;16;495,100;1730,188
2021-09-15;17;548,050;1150,588
2021-09-15;18;667,638;734,988
2021-09-15;19;1025,725;250,463
2021-09-15;20;1619,563;8,163
2021-09-15;21;2061,513;0,000
2021-09-15;22;2354,263;0,000
2021-09-15;23;2490,850;0,000
2021-09-15;24;2487,625;0,000
2021-09-16;1;2442,400;0,000
2021-09-16;2;2297,463;0,000
2021-09-16;3;2105,400;0,000
2021-09-16;4;1979,313;0,000
2021-09-16;5;1860,813;0,000
2021-09-16;6;1733,188;0,000
2021-09-16;7;1698,850;19,850
2021-09-16;8;1422,763;119,288
2021-09-16;9;1120,163;313,163
2021-09-16;10;945,738;661,988
2021-09-16;11;836,363;962,988
2021-09-16;12;808,725;1173,800
2021-09-16;13;767,363;1102,950
2021-09-16;14;783,038;1296,213
2021-09-16;15;870,338;1110,513
2021-09-16;16;859,863;780,413
2021-09-16;17;768,838;565,850
2021-09-16;18;668,425;407,100
2021-09-16;19;583,363;150,300
2021-09-16;20;697,038;9,113
2021-09-16;21;724,575;0,025
2021-09-16;22;826,688;0,000
2021-09-16;23;918,863;0,000
2021-09-16;24;872,213;0,000
2021-09-17;1;838,050;0,000
2021-09-17;2;855,375;0,000
2021-09-17;3;826,163;0,038
2021-09-17;4;818,325;0,038
2021-09-17;5;832,463;0,013
2021-09-17;6;868,925;0,075
2021-09-17;7;837,375;14,100
2021-09-17;8;692,238;108,100
2021-09-17;9;595,600;299,063
2021-09-17;10;576,138;510,425
2021-09-17;11;594,125;654,075
2021-09-17;12;632,663;779,225
2021-09-17;13;731,838;980,475
2021-09-17;14;917,263;1036,488
2021-09-17;15;905,125;937,788
2021-09-17;16;938,438;661,438
2021-09-17;17;1000,125;407,388
2021-09-17;18;1071,688;340,075
2021-09-17;19;975,675;90,925
2021-09-17;20;972,313;4,125
2021-09-17;21;991,200;0,000
2021-09-17;22;972,188;0,000
2021-09-17;23;997,125;0,000
2021-09-17;24;1078,063;0,000
2021-09-18;1;1157,125;0,000
2021-09-18;2;1240,838;0,000
2021-09-18;3;1305,450;0,000
2021-09-18;4;1333,625;0,000
2021-09-18;5;1484,925;0,000
2021-09-18;6;1596,588;0,000
2021-09-18;7;1840,100;9,725
2021-09-18;8;1927,175;56,600
2021-09-18;9;2123,763;199,013
2021-09-18;10;2133,663;416,063
2021-09-18;11;2001,925;629,150
2021-09-18;12;1907,338;749,263
2021-09-18;13;2100,250;811,400
2021-09-18;14;2233,113;911,963
2021-09-18;15;2370,038;927,450
2021-09-18;16;2398,738;610,000
2021-09-18;17;2469,700;319,600
2021-09-18;18;2393,988;217,288
2021-09-18;19;2259,250;87,275
2021-09-18;20;2050,400;6,813
2021-09-18;21;1796,100;0,000
2021-09-18;22;1587,450;0,000
2021-09-18;23;1479,925;0,000
2021-09-18;24;1324,588;0,000
2021-09-19;1;1294,713;0,000
2021-09-19;2;1331,900;0,000
2021-09-19;3;1322,400;0,000
2021-09-19;4;1305,775;0,000
2021-09-19;5;1354,175;0,000
2021-09-19;6;1491,663;0,000
2021-09-19;7;1619,750;11,675
2021-09-19;8;1634,838;90,163
2021-09-19;9;1541,588;258,888
2021-09-19;10;1621,938;440,538
2021-09-19;11;1714,100;712,888
2021-09-19;12;1833,463;908,750
2021-09-19;13;1963,375;915,813
2021-09-19;14;1944,113;949,300
2021-09-19;15;1871,638;806,450
2021-09-19;16;1818,275;695,900
2021-09-19;17;1662,700;442,475
2021-09-19;18;1509,563;265,913
2021-09-19;19;1335,650;79,588
2021-09-19;20;1193,500;4,788
2021-09-19;21;1044,025;0,000
2021-09-19;22;892,688;0,000
2021-09-19;23;700,300;0,000
2021-09-19;24;558,125;0,000
2021-09-20;1;489,925;0,000
2021-09-20;2;476,625;0,000
2021-09-20;3;522,863;0,000
2021-09-20;4;504,638;0,013
2021-09-20;5;529,950;0,100
2021-09-20;6;628,288;0,100
2021-09-20;7;684,563;12,713
2021-09-20;8;730,038;72,538
2021-09-20;9;832,763;277,288
2021-09-20;10;1133,263;529,300
2021-09-20;11;1365,150;784,563
2021-09-20;12;1417,850;1065,425
2021-09-20;13;1334,338;1160,338
2021-09-20;14;1378,175;1187,375
2021-09-20;15;1379,113;987,350
2021-09-20;16;1409,863;907,913
2021-09-20;17;1382,113;620,788
2021-09-20;18;1140,600;450,988
2021-09-20;19;960,838;190,813
2021-09-20;20;953,050;6,750
2021-09-20;21;991,738;0,000
2021-09-20;22;920,150;0,000
2021-09-20;23;973,475;0,000
2021-09-20;24;1026,063;0,000
2021-09-21;1;1067,925;0,000
2021-09-21;2;1088,100;0,000
2021-09-21;3;1083,175;0,000
2021-09-21;4;1028,613;0,000
2021-09-21;5;1082,800;0,000
2021-09-21;6;1204,475;0,013
2021-09-21;7;1209,000;19,400
2021-09-21;8;1120,750;173,200
2021-09-21;9;759,163;600,863
2021-09-21;10;486,138;1084,625
2021-09-21;11;552,538;1490,850
2021-09-21;12;697,675;1914,538
2021-09-21;13;845,538;1982,088
2021-09-21;14;1029,213;1726,400
2021-09-21;15;1106,538;1248,850
2021-09-21;16;927,413;800,550
2021-09-21;17;845,450;581,650
2021-09-21;18;860,488;281,513
2021-09-21;19;831,700;68,125
2021-09-21;20;962,050;0,863
2021-09-21;21;1014,688;0,000
2021-09-21;22;878,588;0,000
2021-09-21;23;769,600;0,000
2021-09-21;24;697,875;0,000
2021-09-22;1;673,488;0,000
2021-09-22;2;667,650;0,000
2021-09-22;3;671,088;0,000
2021-09-22;4;644,963;0,000
2021-09-22;5;576,788;0,025
2021-09-22;6;537,925;0,000
2021-09-22;7;464,625;15,113
2021-09-22;8;442,688;85,788
2021-09-22;9;312,963;309,788
2021-09-22;10;255,663;652,425
2021-09-22;11;298,688;1151,913
2021-09-22;12;336,300;1297,413
2021-09-22;13;390,663;1295,313
2021-09-22;14;462,113;1571,013
2021-09-22;15;579,200;1171,838
2021-09-22;16;583,850;910,525
2021-09-22;17;573,075;604,925
2021-09-22;18;442,600;397,613
2021-09-22;19;421,675;126,413
2021-09-22;20;511,875;5,450
2021-09-22;21;732,350;0,000
2021-09-22;22;906,038;0,013
2021-09-22;23;1100,800;0,013
2021-09-22;24;1272,400;0,000
2021-09-23;1;1444,500;0,050
2021-09-23;2;1628,800;0,025
2021-09-23;3;1719,950;0,063
2021-09-23;4;1818,075;0,050
2021-09-23;5;1942,825;0,038
2021-09-23;6;2081,475;0,000
2021-09-23;7;2263,488;17,275
2021-09-23;8;2407,250;159,175
2021-09-23;9;2338,800;542,513
2021-09-23;10;2237,200;1092,413
2021-09-23;11;2500,463;1274,100
2021-09-23;12;3016,313;1353,313
2021-09-23;13;3496,938;1578,788
2021-09-23;14;3968,963;1397,000
2021-09-23;15;4238,738;1188,325
2021-09-23;16;4399,400;1061,738
2021-09-23;17;4748,188;644,163
2021-09-23;18;5073,975;276,375
2021-09-23;19;5510,250;65,563
2021-09-23;20;5862,625;1,675
2021-09-23;21;5946,675;0,100
2021-09-23;22;5884,238;0,075
2021-09-23;23;5817,975;0,075
2021-09-23;24;5773,550;0,038
2021-09-24;1;5758,000;0,000
2021-09-24;2;5780,725;0,000
2021-09-24;3;5746,313;0,000
2021-09-24;4;5612,138;0,000
2021-09-24;5;5553,488;0,000
2021-09-24;6;5418,513;0,000
2021-09-24;7;5356,738;9,638
2021-09-24;8;5236,100;124,263
2021-09-24;9;5308,963;482,188
2021-09-24;10;5492,538;826,888
2021-09-24;11;5608,113;1126,538
2021-09-24;12;5666,450;1678,575
2021-09-24;13;5715,725;1780,850
2021-09-24;14;5702,975;1801,100
2021-09-24;15;5591,700;1714,700
2021-09-24;16;5346,413;1510,138
2021-09-24;17;4896,563;1122,800
2021-09-24;18;4169,125;580,850
2021-09-24;19;3299,588;127,488
2021-09-24;20;3065,863;1,838
2021-09-24;21;3223,263;0,000
2021-09-24;22;3416,388;0,050
2021-09-24;23;3605,675;0,025
2021-09-24;24;3792,950;0,013
2021-09-25;1;3883,275;0,088
2021-09-25;2;3868,938;0,050
2021-09-25;3;3968,425;0,063
2021-09-25;4;4084,150;0,063
2021-09-25;5;4077,788;0,000
2021-09-25;6;4156,588;0,000
2021-09-25;7;4206,988;8,013
2021-09-25;8;4005,638;72,688
2021-09-25;9;3761,925;208,000
2021-09-25;10;3620,425;484,925
2021-09-25;11;3638,488;735,763
2021-09-25;12;3510,863;1024,775
2021-09-25;13;3487,038;1163,338
2021-09-25;14;3501,650;1277,363
2021-09-25;15;3210,963;1292,213
2021-09-25;16;2804,938;1074,338
2021-09-25;17;2367,488;762,150
2021-09-25;18;1751,450;351,400
2021-09-25;19;1416,125;82,613
2021-09-25;20;1268,075;1,025
2021-09-25;21;1070,225;0,000
2021-09-25;22;836,450;0,000
2021-09-25;23;638,725;0,000
2021-09-25;24;539,638;0,000
2021-09-26;1;470,575;0,000
2021-09-26;2;346,100;0,000
2021-09-26;3;257,688;0,000
2021-09-26;4;195,375;0,000
2021-09-26;5;133,025;0,000
2021-09-26;6;93,888;0,000
2021-09-26;7;85,788;10,225
2021-09-26;8;88,950;125,950
2021-09-26;9;108,263;549,138
2021-09-26;10;105,400;1094,675
2021-09-26;11;57,375;1513,588
2021-09-26;12;46,988;1756,963
2021-09-26;13;72,850;1949,663
2021-09-26;14;115,113;1927,700
2021-09-26;15;168,925;1848,450
2021-09-26;16;215,113;1636,350
2021-09-26;17;290,400;1122,188
2021-09-26;18;373,488;719,375
2021-09-26;19;700,188;140,075
2021-09-26;20;1299,163;1,913
2021-09-26;21;1731,763;0,000
2021-09-26;22;2213,875;0,000
2021-09-26;23;2358,338;0,000
2021-09-26;24;2426,125;0,000
2021-09-27;1;2340,238;0,000
2021-09-27;2;2343,938;0,000
2021-09-27;3;2363,213;0,000
2021-09-27;4;2349,900;0,000
2021-09-27;5;2310,450;0,000
2021-09-27;6;2201,350;0,000
2021-09-27;7;2159,113;11,213
2021-09-27;8;2049,375;168,813
2021-09-27;9;1415,650;695,338
2021-09-27;10;867,438;1284,263
2021-09-27;11;896,050;2002,913
2021-09-27;12;1266,688;2261,750
2021-09-27;13;1535,650;2422,050
2021-09-27;14;1551,988;2366,075
2021-09-27;15;1581,338;2237,063
2021-09-27;16;1534,463;1900,613
2021-09-27;17;1489,525;1257,125
2021-09-27;18;1501,113;544,025
2021-09-27;19;1871,225;101,613
2021-09-27;20;2369,750;1,300
2021-09-27;21;2659,463;0,025
2021-09-27;22;2727,850;0,000
2021-09-27;23;2627,525;0,000
2021-09-27;24;2420,963;0,000
2021-09-28;1;2151,613;0,000
2021-09-28;2;1985,850;0,000
2021-09-28;3;1860,875;0,000
2021-09-28;4;1766,525;0,000
2021-09-28;5;1669,200;0,000
2021-09-28;6;1479,300;0,013
2021-09-28;7;1390,800;9,650
2021-09-28;8;1215,425;150,738
2021-09-28;9;880,738;524,975
2021-09-28;10;627,825;941,275
2021-09-28;11;620,050;1430,513
2021-09-28;12;930,313;1765,975
2021-09-28;13;1057,138;1933,013
2021-09-28;14;1052,663;1743,313
2021-09-28;15;931,013;1443,388
2021-09-28;16;843,675;1157,175
2021-09-28;17;775,088;889,788
2021-09-28;18;768,800;454,913
2021-09-28;19;997,600;74,363
2021-09-28;20;1478,925;0,388
2021-09-28;21;1830,100;0,013
2021-09-28;22;2020,713;0,013
2021-09-28;23;1974,925;0,050
2021-09-28;24;1967,038;0,000
2021-09-29;1;2075,163;0,000
2021-09-29;2;2098,088;0,000
2021-09-29;3;2022,250;0,000
2021-09-29;4;1995,038;0,000
2021-09-29;5;2151,550;0,063
2021-09-29;6;2296,575;0,038
2021-09-29;7;2328,750;7,613
2021-09-29;8;2322,788;142,513
2021-09-29;9;1900,925;573,363
2021-09-29;10;1568,200;1308,900
2021-09-29;11;1864,638;1958,575
2021-09-29;12;2706,888;2291,075
2021-09-29;13;3272,625;2513,075
2021-09-29;14;3384,875;2319,375
2021-09-29;15;3251,713;1950,038
2021-09-29;16;3108,275;1331,188
2021-09-29;17;2752,825;853,713
2021-09-29;18;2408,625;379,925
2021-09-29;19;2370,725;59,963
2021-09-29;20;2576,538;0,038
2021-09-29;21;2621,200;0,000
2021-09-29;22;2643,200;0,000
2021-09-29;23;2552,963;0,000
2021-09-29;24;2339,125;0,000
2021-09-30;1;2214,425;0,000
2021-09-30;2;2043,713;0,063
2021-09-30;3;1866,250;0,038
2021-09-30;4;1848,425;0,013
2021-09-30;5;1947,550;0,038
2021-09-30;6;1904,200;0,000
2021-09-30;7;1911,088;3,538
2021-09-30;8;1996,575;95,675
2021-09-30;9;1871,400;337,463
2021-09-30;10;1732,138;605,363
2021-09-30;11;1809,525;945,213
2021-09-30;12;1824,463;1142,475
2021-09-30;13;1906,763;1358,213
2021-09-30;14;1989,588;1369,563
2021-09-30;15;1979,825;1376,788
2021-09-30;16;1773,213;1192,625
2021-09-30;17;1558,700;823,950
2021-09-30;18;1215,850;498,988
2021-09-30;19;1124,238;92,900
2021-09-30;20;1243,388;0,025
2021-09-30;21;1408,263;0,000
2021-09-30;22;1519,100;0,000
2021-09-30;23;1412,100;0,000
2021-09-30;24;1179,400;0,000
2021-10-01;1;1043,500;0,000
2021-10-01;2;922,363;0,000
2021-10-01;3;946,925;0,000
2021-10-01;4;1017,575;0,000
2021-10-01;5;1165,163;0,000
2021-10-01;6;1312,688;0,000
2021-10-01;7;1490,900;8,150
2021-10-01;8;1681,625;142,138
2021-10-01;9;1522,600;641,938
2021-10-01;10;1099,650;1247,863
2021-10-01;11;1012,713;1681,050
2021-10-01;12;1439,588;2085,013
2021-10-01;13;1801,925;2268,825
2021-10-01;14;1901,913;2126,750
2021-10-01;15;1878,063;1980,050
2021-10-01;16;1773,988;1575,938
2021-10-01;17;1598,438;1143,813
2021-10-01;18;1478,863;569,763
2021-10-01;19;1891,663;108,488
2021-10-01;20;2883,650;0,425
2021-10-01;21;3495,038;0,000
2021-10-01;22;3565,113;190,000
2021-10-01;23;3341,325;0,000
2021-10-01;24;3172,425;0,000
2021-10-02;1;3025,338;0,000
2021-10-02;2;2804,600;0,000
2021-10-02;3;2652,413;0,000
2021-10-02;4;2592,850;0,000
2021-10-02;5;2471,363;0,000
2021-10-02;6;2409,700;0,000
2021-10-02;7;2375,275;3,425
2021-10-02;8;2251,025;120,213
2021-10-02;9;1882,138;478,025
2021-10-02;10;1507,663;985,800
2021-10-02;11;1390,063;1590,000
2021-10-02;12;1447,725;1932,413
2021-10-02;13;1583,125;2244,363
2021-10-02;14;1577,325;2294,238
2021-10-02;15;1546,688;2081,338
2021-10-02;16;1401,963;1611,650
2021-10-02;17;1243,350;1118,813
2021-10-02;18;1205,850;482,863
2021-10-02;19;1782,750;61,350
2021-10-02;20;2721,775;0,313
2021-10-02;21;3346,913;0,000
2021-10-02;22;3469,300;0,000
2021-10-02;23;3457,275;0,000
2021-10-02;24;3442,913;0,000
2021-10-03;1;3488,138;0,000
2021-10-03;2;3448,388;0,000
2021-10-03;3;3617,575;0,000
2021-10-03;4;3634,038;0,000
2021-10-03;5;3705,650;0,000
2021-10-03;6;3808,175;0,000
2021-10-03;7;4162,613;6,488
2021-10-03;8;4075,225;145,213
2021-10-03;9;3835,225;516,163
2021-10-03;10;3359,450;1267,225
2021-10-03;11;3371,375;1904,363
2021-10-03;12;3536,700;2307,188
2021-10-03;13;3721,238;2484,025
2021-10-03;14;3863,325;2437,050
2021-10-03;15;3904,563;2270,350
2021-10-03;16;3938,800;1810,200
2021-10-03;17;3666,700;1126,975
2021-10-03;18;3561,838;489,225
2021-10-03;19;4036,963;66,488
2021-10-03;20;4474,150;0,200
2021-10-03;21;4582,450;0,000
2021-10-03;22;4360,750;0,000
2021-10-03;23;4000,225;0,000
2021-10-03;24;3612,288;0,000
2021-10-04;1;3277,100;0,013
2021-10-04;2;2862,088;0,013
2021-10-04;3;2599,375;0,000
2021-10-04;4;2411,125;0,000
2021-10-04;5;2207,238;0,000
2021-10-04;6;1979,800;0,000
2021-10-04;7;1730,600;2,850
2021-10-04;8;1469,175;101,363
2021-10-04;9;1099,163;492,288
2021-10-04;10;653,913;1118,650
2021-10-04;11;376,313;1745,700
2021-10-04;12;303,250;2052,150
2021-10-04;13;355,900;2186,638
2021-10-04;14;401,788;2217,313
2021-10-04;15;443,688;2002,838
2021-10-04;16;464,800;1594,025
2021-10-04;17;464,488;1036,363
2021-10-04;18;554,100;405,025
2021-10-04;19;740,275;64,075
2021-10-04;20;793,350;0,050
2021-10-04;21;867,000;0,000
2021-10-04;22;932,875;0,000
2021-10-04;23;1007,325;0,000
2021-10-04;24;969,825;0,000
2021-10-05;1;944,350;0,000
2021-10-05;2;951,463;0,000
2021-10-05;3;1002,388;0,000
2021-10-05;4;1095,575;0,013
2021-10-05;5;1367,338;0,088
2021-10-05;6;1541,638;0,000
2021-10-05;7;1798,038;2,363
2021-10-05;8;1956,900;86,875
2021-10-05;9;1931,750;491,075
2021-10-05;10;1731,638;1157,313
2021-10-05;11;1895,013;1728,950
2021-10-05;12;2193,363;2117,988
2021-10-05;13;2836,525;2276,550
2021-10-05;14;3327,875;2281,813
2021-10-05;15;3819,875;2074,250
2021-10-05;16;4113,263;1495,463
2021-10-05;17;4327,963;933,025
2021-10-05;18;4291,875;363,488
2021-10-05;19;4508,813;24,413
2021-10-05;20;4632,038;0,038
2021-10-05;21;4395,163;0,000
2021-10-05;22;4127,775;0,000
2021-10-05;23;3766,550;0,000
2021-10-05;24;3631,950;0,000
2021-10-06;1;3537,863;0,000
2021-10-06;2;3226,650;0,000
2021-10-06;3;2986,300;0,000
2021-10-06;4;2765,800;0,000
2021-10-06;5;2542,125;0,000
2021-10-06;6;2486,113;0,000
2021-10-06;7;2383,400;2,725
2021-10-06;8;2303,388;117,025
2021-10-06;9;2050,925;292,913
2021-10-06;10;1848,163;578,700
2021-10-06;11;1621,713;872,813
2021-10-06;12;1430,825;1037,163
2021-10-06;13;1275,875;1102,213
2021-10-06;14;1123,963;1135,975
2021-10-06;15;1048,675;881,725
2021-10-06;16;1015,438;602,613
2021-10-06;17;934,188;370,000
2021-10-06;18;988,375;144,150
2021-10-06;19;1106,288;19,400
2021-10-06;20;1088,163;0,013
2021-10-06;21;1076,325;0,000
2021-10-06;22;1106,600;0,000
2021-10-06;23;1058,763;0,000
2021-10-06;24;1063,525;0,000
2021-10-07;1;1055,413;0,000
2021-10-07;2;1039,638;0,000
2021-10-07;3;1019,238;0,000
2021-10-07;4;994,325;0,000
2021-10-07;5;979,625;0,000
2021-10-07;6;1001,550;0,000
2021-10-07;7;969,975;1,275
2021-10-07;8;917,588;83,013
2021-10-07;9;880,400;256,900
2021-10-07;10;718,125;721,538
2021-10-07;11;599,475;945,713
2021-10-07;12;596,025;1266,175
2021-10-07;13;648,500;1518,475
2021-10-07;14;663,763;1557,338
2021-10-07;15;611,925;1547,338
2021-10-07;16;680,225;1240,613
2021-10-07;17;703,225;824,013
2021-10-07;18;783,888;299,388
2021-10-07;19;1032,475;26,238
2021-10-07;20;1324,788;0,013
2021-10-07;21;1525,613;0,088
2021-10-07;22;1741,825;0,038
2021-10-07;23;1730,625;0,050
2021-10-07;24;1669,575;0,000
2021-10-08;1;1523,488;0,000
2021-10-08;2;1431,075;0,000
2021-10-08;3;1364,163;0,000
2021-10-08;4;1335,175;0,000
2021-10-08;5;1317,588;0,025
2021-10-08;6;1318,775;0,000
2021-10-08;7;1416,488;0,875
2021-10-08;8;1451,500;102,813
2021-10-08;9;1053,950;544,525
2021-10-08;10;553,013;1209,863
2021-10-08;11;532,725;1785,350
2021-10-08;12;998,363;2156,963
2021-10-08;13;1452,313;2409,338
2021-10-08;14;1363,650;2591,550
2021-10-08;15;1041,063;2332,800
2021-10-08;16;921,300;1834,463
2021-10-08;17;946,138;1186,138
