Data;Godzina;Krajowe.zapotrzebowanie.na.moc;Sumaryczna.generacja.JWCD;Generacja.PI;Generacja.IRZ;Sumaryczna.generacja.nJWCD;Krajowe.saldo.wymiany.miedzysystemowej.rownoleglej;Krajowe.saldo.wymiany.miedzysystemowej.nierownoleglej
2022-08-23;20;22087,913;18365,550;NA;NA;3710,813;-1193,388;1198,888
2022-08-23;21;22590,825;18431,700;NA;NA;3734,325;-764,463;1192,963
2022-08-23;22;21310,888;17532,525;NA;NA;3606,550;-998,963;1186,038
2022-08-23;23;19640,813;16015,750;NA;NA;3311,575;-864,938;1199,350
2022-08-23;24;18323,913;15132,400;NA;NA;3103,588;-924,988;1161,325
2022-08-24;1;17350,325;14353,388;NA;NA;2961,450;-550,225;1093,663
2022-08-24;2;16813,088;14268,975;NA;NA;2854,488;-717,500;1103,800
2022-08-24;3;16379,238;14237,350;NA;NA;2868,725;-1030,638;1130,313
2022-08-24;4;16418,850;14348,513;NA;NA;2796,800;-1068,438;1166,475
2022-08-24;5;16640,338;14503,225;NA;NA;2756,250;-1010,100;1215,013
2022-08-24;6;16912,500;14599,875;NA;NA;2805,575;-1091,525;1210,538
2022-08-24;7;18927,363;15887,763;NA;NA;2973,950;-876,088;1026,463
2022-08-24;8;20998,600;17586,463;NA;NA;3381,938;-964,000;996,238
2022-08-24;9;22202,438;18001,475;NA;NA;4222,175;-939,088;927,738
2022-08-24;10;22751,788;17553,538;NA;NA;5196,188;-862,775;877,525
2022-08-24;11;22634,213;16697,313;NA;NA;5947,450;-703,088;705,175
2022-08-24;12;22778,463;16112,488;NA;NA;6486,763;-423,888;613,575
2022-08-24;13;23134,388;15988,838;NA;NA;7014,950;-411,613;549,050
2022-08-24;14;22957,650;16071,600;NA;NA;6910,913;-330,575;308,750
2022-08-24;15;22668,675;15971,950;NA;NA;6666,125;-521,925;553,013
2022-08-24;16;22961,675;16419,400;NA;NA;6380,863;-552,075;720,413
2022-08-24;17;22763,488;17039,000;NA;NA;5821,975;-836,163;738,538
2022-08-24;18;22386,413;17653,888;NA;NA;4858,513;-1265,838;1142,738
2022-08-24;19;22018,613;18005,138;NA;NA;4000,775;-1161,975;1176,813
2022-08-24;20;22274,688;18506,450;NA;NA;3636,200;-1076,463;1198,338
2022-08-24;21;22873,938;18669,763;NA;NA;3843,600;-835,775;1203,213
2022-08-24;22;21559,763;17630,063;NA;NA;3817,488;-1067,350;1193,450
2022-08-24;23;19799,913;15811,325;NA;NA;3876,475;-1030,775;1165,138
2022-08-24;24;18391,450;14733,000;NA;NA;3538,050;-762,225;1029,675
2022-08-25;1;17440,950;14108,888;NA;NA;3391,788;-846,025;1094,238
2022-08-25;2;16795,150;13783,925;NA;NA;3259,263;-1013,063;1128,175
2022-08-25;3;16484,788;13534,663;NA;NA;3220,713;-1033,375;1158,188
2022-08-25;4;16374,513;13490,300;NA;NA;3203,888;-1086,275;1159,350
2022-08-25;5;16587,725;13644,488;NA;NA;3221,313;-988,400;1102,600
2022-08-25;6;16902,788;13891,500;NA;NA;3160,238;-790,175;895,138
2022-08-25;7;18954,663;15424,700;NA;NA;3347,425;-733,138;955,550
2022-08-25;8;20817,025;16786,438;NA;NA;3983,875;-1030,775;1085,613
2022-08-25;9;21945,475;17194,250;NA;NA;4771,563;-1025,525;1008,775
2022-08-25;10;22263,663;16591,338;NA;NA;5635,038;-807,588;858,250
2022-08-25;11;22252,038;15812,638;NA;NA;6622,825;-778,200;630,300
2022-08-25;12;22583,325;15640,975;NA;NA;7362,850;-671,938;500,800
2022-08-25;13;22919,325;15383,363;NA;NA;8142,188;-585,588;456,100
2022-08-25;14;22963,600;15211,688;NA;NA;8393,800;-681,938;537,950
2022-08-25;15;22689,125;15055,863;NA;NA;8245,775;-640,413;593,813
2022-08-25;16;22906,625;15517,338;NA;NA;7628,125;-505,613;600,300
2022-08-25;17;22889,650;16553,575;NA;NA;6685,400;-819,713;675,788
2022-08-25;18;22654,100;17058,300;NA;NA;5349,350;-625,325;890,888
2022-08-25;19;22221,700;18021,263;NA;NA;4130,388;-993,438;1064,000
2022-08-25;20;22467,388;18485,688;NA;NA;3835,800;-1043,675;1192,063
2022-08-25;21;23057,763;18897,100;NA;NA;4062,225;-1082,713;1195,213
2022-08-25;22;21799,275;17787,550;NA;NA;4022,788;-1194,925;1204,700
2022-08-25;23;20036,613;16073,550;NA;NA;3956,388;-1175,125;1199,963
2022-08-25;24;18533,675;14828,288;NA;NA;3604,138;-1055,300;1219,025
2022-08-26;1;17424,100;14014,063;NA;NA;3437,425;-1085,988;1221,638
2022-08-26;2;16788,463;13737,238;NA;NA;3281,025;-1065,925;1210,963
2022-08-26;3;16416,325;13642,513;NA;NA;3079,988;-1025,313;1152,813
2022-08-26;4;16416,188;13774,475;NA;NA;2948,575;-1026,088;1162,550
2022-08-26;5;16544,238;13886,025;NA;NA;2947,338;-1052,850;1206,925
2022-08-26;6;16863,500;14187,463;NA;NA;2948,788;-1073,150;1209,100
2022-08-26;7;18688,213;15428,538;NA;NA;3176,300;-996,438;1188,163
2022-08-26;8;20647,575;16394,550;NA;NA;4104,488;-1008,825;1179,213
2022-08-26;9;21870,713;16447,163;NA;NA;5390,413;-1069,500;1112,888
2022-08-26;10;22536,850;15718,588;NA;NA;6678,750;-763,513;896,675
2022-08-26;11;22481,150;14852,038;NA;NA;7780,513;-1031,238;877,225
2022-08-26;12;22871,688;14229,813;NA;NA;8632,250;-625,350;706,825
2022-08-26;13;23082,163;14205,138;NA;NA;9014,975;-781,263;884,788
2022-08-26;14;22922,725;14137,963;NA;NA;9114,600;-890,450;968,575
2022-08-26;15;22606,450;14065,450;NA;NA;8871,275;-940,825;939,038
2022-08-26;16;22607,613;14755,200;NA;NA;8153,425;-1013,363;916,463
2022-08-26;17;22611,513;15581,450;NA;NA;7097,750;-588,963;644,600
2022-08-26;18;22366,450;16914,238;NA;NA;5440,588;-878,450;960,325
2022-08-26;19;21964,913;17851,250;NA;NA;4030,900;-1016,350;1096,363
2022-08-26;20;22142,288;18259,638;NA;NA;3773,025;-1081,075;1192,600
2022-08-26;21;22501,175;18257,250;NA;NA;4159,075;-1109,600;1202,338
2022-08-26;22;20959,925;16473,225;NA;NA;4540,463;-1244,750;1205,775
2022-08-26;23;19219,350;14123,163;NA;NA;4978,388;-1030,938;1157,638
2022-08-26;24;17865,188;12600,875;NA;NA;5054,325;-930,363;1153,725
2022-08-27;1;16841,325;11723,725;NA;NA;5015,913;-747,788;859,013
2022-08-27;2;16155,813;11541,750;NA;NA;4837,300;-898,550;889,138
2022-08-27;3;15758,738;11362,225;NA;NA;4614,588;-786,713;926,100
2022-08-27;4;15523,375;11348,688;NA;NA;4329,413;-731,438;932,038
2022-08-27;5;15501,000;11827,650;NA;NA;3894,400;-778,725;910,025
2022-08-27;6;15361,038;11872,350;NA;NA;3718,700;-739,600;869,175
2022-08-27;7;15859,888;12301,550;NA;NA;3839,775;-690,763;769,588
2022-08-27;8;17177,413;12696,825;NA;NA;4531,625;-336,188;460,000
2022-08-27;9;18495,513;12888,563;NA;NA;5544,775;-701,075;955,988
2022-08-27;10;19312,975;12996,088;NA;NA;6558,413;-585,975;706,000
2022-08-27;11;19443,050;12401,475;NA;NA;7464,500;-700,663;660,488
2022-08-27;12;19629,075;11832,463;NA;NA;8186,713;-645,938;650,113
2022-08-27;13;19403,338;11462,525;NA;NA;8466,663;-767,638;638,500
2022-08-27;14;19038,600;11425,100;NA;NA;8218,563;-789,288;635,125
2022-08-27;15;18885,013;11455,550;NA;NA;7754,188;-481,350;610,463
2022-08-27;16;18905,413;12194,388;NA;NA;7033,450;-474,763;607,625
2022-08-27;17;18853,425;13090,363;NA;NA;5790,500;-588,525;764,300
2022-08-27;18;18972,325;14162,525;NA;NA;4619,750;-470,863;664,075
2022-08-27;19;18925,175;15299,875;NA;NA;3449,638;-502,775;676,488
2022-08-27;20;18953,450;15437,113;NA;NA;3121,863;-373,188;769,375
2022-08-27;21;19443,888;15500,213;NA;NA;3273,000;-183,550;861,888
2022-08-27;22;18489,700;14974,138;NA;NA;3445,438;-1057,900;1143,613
2022-08-27;23;17300,700;13779,163;NA;NA;3538,363;-1215,175;1212,950
2022-08-27;24;16140,175;12575,038;NA;NA;3529,525;-1159,125;1214,950
2022-08-28;1;15077,638;11636,163;NA;NA;3296,675;-1055,038;1222,100
2022-08-28;2;14541,963;11200,613;NA;NA;3035,825;-892,863;1215,100
2022-08-28;3;14120,475;10993,200;NA;NA;2872,788;-909,375;1179,625
2022-08-28;4;13918,788;10860,125;NA;NA;2788,450;-749,238;1030,950
2022-08-28;5;13967,750;11082,875;NA;NA;2734,500;-786,475;953,275
2022-08-28;6;13717,325;10910,113;NA;NA;2739,425;-825,150;923,463
2022-08-28;7;13873,825;11135,250;NA;NA;2977,038;-889,875;830,513
2022-08-28;8;14741,363;11104,088;NA;NA;3795,525;-643,850;847,838
2022-08-28;9;15782,213;10788,275;NA;NA;4881,913;-237,713;731,700
2022-08-28;10;16674,038;10879,850;NA;NA;5845,788;-332,225;661,163
2022-08-28;11;17250,788;10772,613;NA;NA;6546,275;-188,350;510,413
2022-08-28;12;17674,375;10731,338;NA;NA;7214,863;-416,725;625,150
2022-08-28;13;17742,238;10918,138;NA;NA;7227,200;-349,525;429,763
2022-08-28;14;17612,113;11274,300;NA;NA;6795,138;-303,725;425,163
2022-08-28;15;17502,175;11925,288;NA;NA;6239,438;-241,888;422,425
2022-08-28;16;17383,500;12141,900;NA;NA;5923,613;-371,725;438,575
2022-08-28;17;17451,775;12147,825;NA;NA;5541,475;-501,775;474,013
2022-08-28;18;17626,125;12379,675;NA;NA;5090,925;-65,338;292,738
2022-08-28;19;17855,200;13034,838;NA;NA;4860,163;-300,988;325,575
2022-08-28;20;18034,238;13495,925;NA;NA;4543,863;-370,150;369,113
2022-08-28;21;18361,963;13993,763;NA;NA;4282,925;-469,838;558,213
2022-08-28;22;17521,638;13149,163;NA;NA;4384,438;-911,825;915,538
2022-08-28;23;16751,100;12276,975;NA;NA;4171,650;-794,200;1111,200
2022-08-28;24;15740,288;11317,913;NA;NA;4091,513;-843,013;1195,238
2022-08-29;1;15048,088;10918,225;NA;NA;4288,000;-917,788;1147,388
2022-08-29;2;14631,375;10670,250;NA;NA;4421,800;-884,538;1179,775
2022-08-29;3;14266,063;10775,500;NA;NA;4101,063;-952,325;1186,513
2022-08-29;4;14237,725;10925,488;NA;NA;3981,025;-1033,100;1208,950
2022-08-29;5;14580,525;11312,038;NA;NA;4025,000;-1133,150;1213,650
2022-08-29;6;15274,663;11651,063;NA;NA;4098,850;-849,113;1108,500
2022-08-29;7;17692,425;13584,488;NA;NA;4136,638;-1007,775;1131,325
2022-08-29;8;19920,075;15314,300;NA;NA;4416,650;-931,088;1136,325
2022-08-29;9;21243,613;16146,088;NA;NA;5148,788;-1091,863;1053,288
2022-08-29;10;21715,763;15514,425;NA;NA;6308,338;-923,688;836,838
2022-08-29;11;21562,850;14482,550;NA;NA;7180,463;-602,575;628,925
2022-08-29;12;21618,163;14078,513;NA;NA;7905,975;-692,138;539,075
2022-08-29;13;21829,650;13488,713;NA;NA;8494,613;-447,350;507,463
2022-08-29;14;21647,500;13051,088;NA;NA;8830,763;-372,188;346,688
2022-08-29;15;21292,700;12639,550;NA;NA;8838,100;-255,063;296,175
2022-08-29;16;21379,550;13041,775;NA;NA;8456,538;-396,850;462,138
2022-08-29;17;21318,750;13687,075;NA;NA;7745,588;-733,075;643,338
2022-08-29;18;21171,013;14646,975;NA;NA;6492,838;-825,275;868,463
2022-08-29;19;20989,025;16135,863;NA;NA;5012,500;-1175,913;1027,313
2022-08-29;20;21543,463;17239,388;NA;NA;4436,225;-1217,075;1086,838
2022-08-29;21;22149,388;17772,450;NA;NA;4332,000;-1006,838;1064,063
2022-08-29;22;20651,563;16537,175;NA;NA;4342,900;-1195,500;996,775
2022-08-29;23;19091,025;14712,275;NA;NA;4409,838;-1093,763;1084,725
2022-08-29;24;17799,450;13484,150;NA;NA;4358,200;-813,038;987,775
2022-08-30;1;16798,600;12848,075;NA;NA;4088,325;-668,625;989,263
2022-08-30;2;16263,800;12576,463;NA;NA;3955,588;-312,088;631,138
2022-08-30;3;15914,575;12441,213;NA;NA;3878,525;-210,388;396,500
2022-08-30;4;16003,825;12549,500;NA;NA;3846,238;-173,663;366,063
2022-08-30;5;16174,350;12886,275;NA;NA;3710,838;-196,413;356,925
2022-08-30;6;16588,913;13387,438;NA;NA;3676,500;-486,363;580,188
2022-08-30;7;18395,963;14676,938;NA;NA;3885,738;-1188,063;1102,800
2022-08-30;8;20275,563;15691,563;NA;NA;4478,263;-1022,825;1130,700
2022-08-30;9;21323,175;15805,250;NA;NA;5512,800;-1132,750;1150,000
2022-08-30;10;21598,025;15150,188;NA;NA;6560,938;-1286,950;1187,238
2022-08-30;11;21690,063;14482,000;NA;NA;7217,050;-1083,725;1085,563
2022-08-30;12;21999,575;14390,913;NA;NA;7388,300;-896,938;1125,538
2022-08-30;13;22058,188;14270,300;NA;NA;7391,963;-720,025;1128,550
2022-08-30;14;22159,938;14467,088;NA;NA;7544,613;-842,300;1141,950
2022-08-30;15;21900,438;14444,338;NA;NA;7608,738;-1024,150;1083,038
2022-08-30;16;21743,938;14924,138;NA;NA;7172,138;-1087,775;864,588
2022-08-30;17;21129,475;15114,500;NA;NA;6194,600;-1071,775;891,738
2022-08-30;18;21161,150;15814,775;NA;NA;5397,725;-1184,813;1140,613
2022-08-30;19;21020,288;16685,275;NA;NA;4330,150;-1188,600;1193,988
2022-08-30;20;21532,088;17528,888;NA;NA;3887,475;-934,613;1048,588
2022-08-30;21;22245,400;18010,125;NA;NA;3970,675;-905,250;1174,838
2022-08-30;22;20686,463;16787,000;NA;NA;3936,375;-969,825;947,788
2022-08-30;23;19017,400;15150,075;NA;NA;3732,413;-1036,663;1188,425
2022-08-30;24;17712,550;13965,963;NA;NA;3591,600;-845,850;1056,600
2022-08-31;1;16654,688;13279,688;NA;NA;3417,813;-837,738;1136,913
2022-08-31;2;16090,350;12904,825;NA;NA;3314,025;-924,025;1148,875
2022-08-31;3;15756,075;12663,850;NA;NA;3252,150;-915,913;1136,713
2022-08-31;4;15759,550;12813,938;NA;NA;3196,425;-983,000;1114,913
2022-08-31;5;15949,250;13004,425;NA;NA;3163,900;-892,963;1054,088
2022-08-31;6;16320,500;13327,625;NA;NA;3213,575;-904,500;1035,138
2022-08-31;7;18190,850;14691,538;NA;NA;3507,838;-898,250;966,163
2022-08-31;8;20295,750;15986,100;NA;NA;4237,250;-730,613;810,825
2022-08-31;9;21324,675;16111,125;NA;NA;5277,675;-706,775;639,688
2022-08-31;10;21688,525;15148,413;NA;NA;6701,788;-356,563;241,025
2022-08-31;11;21617,463;14368,488;NA;NA;7547,850;-784,838;737,475
2022-08-31;12;21944,213;14364,075;NA;NA;7742,075;-609,225;781,188
2022-08-31;13;22029,125;14236,588;NA;NA;7974,500;-747,913;955,113
2022-08-31;14;21703,500;14146,825;NA;NA;7972,275;-1033,738;949,125
2022-08-31;15;21344,688;14112,438;NA;NA;7720,625;-1137,213;1014,200
2022-08-31;16;21454,888;14794,913;NA;NA;7186,625;-1258,900;1080,050
2022-08-31;17;21202,313;15284,613;NA;NA;6248,625;-1271,550;1094,763
2022-08-31;18;21142,113;15801,588;NA;NA;5121,613;-665,875;1007,450
2022-08-31;19;20979,875;16585,913;NA;NA;4251,963;-797,200;973,138
2022-08-31;20;21619,475;17412,675;NA;NA;3954,638;-742,525;996,513
2022-08-31;21;22210,638;18018,200;NA;NA;4151,525;-942,588;990,325
2022-08-31;22;20796,300;16570,538;NA;NA;4308,388;-1087,113;1016,613
2022-08-31;23;18888,475;14619,288;NA;NA;4209,063;-972,838;1051,063
2022-08-31;24;17545,075;13565,375;NA;NA;3920,263;-1004,700;1197,250
2022-09-01;1;16483,763;12777,763;NA;NA;3638,025;-715,088;1208,238
2022-09-01;2;15931,838;12974,650;NA;NA;3428,850;-911,425;1204,838
2022-09-01;3;15591,313;13047,213;NA;NA;3243,963;-1103,025;1207,100
2022-09-01;4;15599,938;12965,150;NA;NA;3295,988;-1106,325;1221,063
2022-09-01;5;15834,638;13086,750;NA;NA;3368,500;-1053,800;1207,813
2022-09-01;6;16272,438;13410,463;NA;NA;3425,813;-906,000;1057,725
2022-09-01;7;18242,638;14809,725;NA;NA;3552,838;-1000,063;941,688
2022-09-01;8;20252,550;15887,000;NA;NA;4357,038;-770,588;785,438
2022-09-01;9;20960,138;15365,350;NA;NA;5633,263;-820,675;794,400
2022-09-01;10;20763,025;13719,313;NA;NA;7074,838;-823,663;808,050
2022-09-01;11;20523,563;12645,263;NA;NA;7960,538;-777,675;746,588
2022-09-01;12;20974,438;12394,125;NA;NA;8331,938;-485,763;789,100
2022-09-01;13;21075,950;12691,563;NA;NA;7929,900;-279,575;788,300
2022-09-01;14;20964,725;13367,188;NA;NA;7525,663;-807,563;939,088
2022-09-01;15;20824,713;13451,638;NA;NA;7344,450;-859,675;910,963
2022-09-01;16;20759,000;13957,225;NA;NA;6907,013;-885,313;792,088
2022-09-01;17;20691,263;14636,463;NA;NA;6305,688;-975,463;740,175
2022-09-01;18;20766,613;15603,100;NA;NA;5345,925;-876,413;708,725
2022-09-01;19;20773,300;16744,175;NA;NA;4129,813;-813,725;727,500
2022-09-01;20;21454,163;17927,388;NA;NA;3784,538;-930,963;681,738
2022-09-01;21;21967,213;17715,850;NA;NA;3864,238;-360,738;767,400
2022-09-01;22;20519,488;16485,550;NA;NA;3916,600;-746,688;885,938
2022-09-01;23;18715,263;14767,263;NA;NA;3710,425;-780,888;1038,625
2022-09-01;24;17396,750;13657,100;NA;NA;3565,425;-962,925;1160,588
2022-09-02;1;16361,825;12858,538;NA;NA;3392,425;-946,363;1201,438
2022-09-02;2;15771,075;12683,700;NA;NA;3187,550;-1046,038;1215,475
2022-09-02;3;15475,463;12708,475;NA;NA;3008,300;-1097,950;1210,675
2022-09-02;4;15498,313;12872,550;NA;NA;2874,275;-1099,650;1200,500
2022-09-02;5;15814,438;13211,225;NA;NA;2895,100;-1045,000;1100,750
2022-09-02;6;16357,838;13787,888;NA;NA;2882,488;-887,825;835,800
2022-09-02;7;18352,488;15570,850;NA;NA;3052,025;-907,000;647,000
2022-09-02;8;20235,350;16434,750;NA;NA;4186,688;-772,400;391,675
2022-09-02;9;21099,763;15371,138;NA;NA;5844,713;-704,363;595,000
2022-09-02;10;21165,513;13981,600;NA;NA;7179,125;-157,913;331,738
2022-09-02;11;20934,425;13022,375;NA;NA;8332,013;-426,188;307,688
2022-09-02;12;21060,463;12721,763;NA;NA;8450,550;-253,675;441,538
2022-09-02;13;21154,275;12998,350;NA;NA;8083,488;-316,075;644,700
2022-09-02;14;21000,613;13397,250;NA;NA;7556,150;-593,988;768,875
2022-09-02;15;20999,338;13703,663;NA;NA;7353,600;-655,200;721,500
2022-09-02;16;20936,850;14127,800;NA;NA;6736,800;-379,238;653,800
2022-09-02;17;20837,550;14793,338;NA;NA;6034,325;-686,738;763,338
2022-09-02;18;20837,025;15511,025;NA;NA;5177,938;-710,425;872,300
2022-09-02;19;20650,188;16274,913;NA;NA;4310,700;-879,775;947,088
2022-09-02;20;20985,363;16752,000;NA;NA;4089,688;-770,613;922,575
2022-09-02;21;21380,150;16677,638;NA;NA;4643,963;-857,588;930,588
2022-09-02;22;19981,838;14752,225;NA;NA;5229,300;-1039,213;1056,663
2022-09-02;23;18357,663;12913,338;NA;NA;5425,875;-1115,750;1141,975
2022-09-02;24;17091,563;11604,325;NA;NA;5384,050;-929,888;1051,188
2022-09-03;1;16077,475;10580,213;NA;NA;5241,675;-842,913;1112,263
2022-09-03;2;15372,000;10071,625;NA;NA;5003,475;-524,388;1013,088
2022-09-03;3;14990,513;10158,138;NA;NA;4850,450;-897,213;967,350
2022-09-03;4;14935,538;10206,188;NA;NA;4800,225;-1076,825;1018,588
2022-09-03;5;14942,863;10270,150;NA;NA;4693,938;-972,113;968,213
2022-09-03;6;14896,125;10371,313;NA;NA;4555,575;-1039,888;1103,863
2022-09-03;7;15117,375;10793,275;NA;NA;4465,575;-907,150;978,600
2022-09-03;8;16393,688;11115,163;NA;NA;5136,875;-684,000;863,875
2022-09-03;9;17899,813;11356,800;NA;NA;6087,950;-312,925;773,900
2022-09-03;10;18573,913;11166,813;NA;NA;7314,475;-56,450;362,875
2022-09-03;11;18656,100;10542,050;NA;NA;8505,350;-389,863;414,263
2022-09-03;12;18751,250;9537,813;NA;NA;9316,088;-201,088;568,800
2022-09-03;13;18609,250;9066,313;NA;NA;9457,600;-30,338;596,150
2022-09-03;14;18361,450;9480,625;NA;NA;9178,325;-199,263;435,975
2022-09-03;15;17918,013;9491,888;NA;NA;8666,325;-145,700;428,638
2022-09-03;16;17621,600;9986,500;NA;NA;7901,350;-207,588;442,938
2022-09-03;17;17701,838;10800,325;NA;NA;7106,463;-576,788;649,225
2022-09-03;18;17782,025;11651,263;NA;NA;6054,088;-645,113;740,988
2022-09-03;19;17630,475;12682,075;NA;NA;4786,963;-577,425;740,175
2022-09-03;20;18068,563;13266,638;NA;NA;4725,013;-651,075;730,875
2022-09-03;21;18485,888;12896,325;NA;NA;5588,125;-724,750;734,425
2022-09-03;22;17466,738;11463,850;NA;NA;6015,113;-860,675;862,338
2022-09-03;23;16324,863;10230,850;NA;NA;5824,425;-707,863;991,375
2022-09-03;24;15129,475;9430,675;NA;NA;5597,525;-1000,950;1117,575
2022-09-04;1;14265,988;8677,175;NA;NA;5301,138;-934,863;1227,088
2022-09-04;2;13705,913;8387,300;NA;NA;5026,525;-931,488;1232,063
2022-09-04;3;13213,700;8185,625;NA;NA;4871,525;-1041,113;1210,838
2022-09-04;4;13024,000;8317,938;NA;NA;4769,375;-1177,575;1209,413
2022-09-04;5;13091,563;8389,450;NA;NA;4701,575;-979,988;1198,800
2022-09-04;6;12997,950;8456,863;NA;NA;4640,050;-1105,025;1221,875
2022-09-04;7;12987,075;9094,975;NA;NA;4839,650;-1900,513;1167,800
2022-09-04;8;13709,338;8656,525;NA;NA;5355,388;-1176,550;1064,375
2022-09-04;9;14781,463;9149,950;NA;NA;5793,350;-1028,313;893,950
2022-09-04;10;15551,438;9727,425;NA;NA;6874,288;-1459,825;555,425
2022-09-04;11;15769,463;9268,038;NA;NA;8137,525;-1795,500;343,688
2022-09-04;12;15796,538;8614,050;NA;NA;8652,088;-1749,163;582,475
2022-09-04;13;16149,113;8531,950;NA;NA;8786,788;-1467,788;622,750
2022-09-04;14;16122,488;8634,888;NA;NA;8452,613;-1128,375;607,588
2022-09-04;15;15735,950;9190,325;NA;NA;7812,088;-1727,900;835,675
2022-09-04;16;15556,625;9596,350;NA;NA;6930,350;-1455,500;842,900
2022-09-04;17;15754,663;9676,675;NA;NA;6156,350;-848,300;829,000
2022-09-04;18;15927,788;10690,025;NA;NA;5045,563;-499,388;700,325
2022-09-04;19;16315,275;12098,900;NA;NA;4103,825;-618,700;728,200
2022-09-04;20;17258,625;12931,575;NA;NA;4183,500;-724,763;865,700
2022-09-04;21;17813,338;12784,563;NA;NA;5038,613;-940,138;938,838
2022-09-04;22;16926,588;11258,075;NA;NA;5662,075;-890,300;911,338
2022-09-04;23;15861,938;9952,875;NA;NA;5729,288;-774,888;969,425
2022-09-04;24;14919,588;9370,525;NA;NA;5581,163;-1198,913;1184,125
2022-09-05;1;14155,038;9691,888;NA;NA;5408,400;-1978,900;1123,975
2022-09-05;2;13822,500;10336,263;NA;NA;5224,963;-2509,163;1200,763
2022-09-05;3;13541,863;10608,500;NA;NA;4914,425;-2594,688;1127,663
2022-09-05;4;13620,638;10620,763;NA;NA;4659,463;-2361,463;1201,275
2022-09-05;5;13926,263;10478,538;NA;NA;4396,313;-1766,988;1192,900
2022-09-05;6;14763,225;11050,138;NA;NA;4233,025;-1043,988;903,238
2022-09-05;7;17393,063;13213,275;NA;NA;4295,088;-800,988;760,963
2022-09-05;8;19563,038;14447,188;NA;NA;5057,713;-563,450;635,763
2022-09-05;9;20718,888;14609,650;NA;NA;6070,288;71,275;-17,625
2022-09-05;10;20647,125;13745,350;NA;NA;7262,075;-332,738;-7,388
2022-09-05;11;20279,675;12325,863;NA;NA;8475,525;-632,188;140,650
2022-09-05;12;20312,100;11609,525;NA;NA;8937,413;-128,188;-75,200
2022-09-05;13;20213,713;11460,850;NA;NA;8917,038;198,413;-63,550
2022-09-05;14;20180,813;11677,600;NA;NA;8749,425;326,413;-208,113
2022-09-05;15;20034,113;11947,150;NA;NA;8465,875;-96,975;71,913
2022-09-05;16;20236,150;12583,788;NA;NA;7793,938;-300,500;321,700
2022-09-05;17;20317,138;13470,250;NA;NA;6868,613;-483,688;469,275
2022-09-05;18;20343,413;14778,963;NA;NA;5455,638;-405,513;518,125
2022-09-05;19;20450,125;15782,538;NA;NA;4554,400;-543,775;660,038
2022-09-05;20;21394,288;16556,700;NA;NA;4678,688;-555,363;707,700
2022-09-05;21;21667,000;16122,775;NA;NA;5563,663;-302,375;293,063
2022-09-05;22;20031,600;14255,988;NA;NA;5801,850;-449,925;520,925
2022-09-05;23;18238,463;12794,063;NA;NA;5566,050;-582,700;690,100
2022-09-05;24;16810,000;11450,750;NA;NA;5250,200;-525,875;858,163
2022-09-06;1;15931,850;11017,100;NA;NA;5026,188;-490,788;595,575
2022-09-06;2;15492,950;10763,238;NA;NA;4787,688;-351,588;597,063
2022-09-06;3;15206,425;10780,575;NA;NA;4555,400;-449,313;595,625
2022-09-06;4;15254,400;10951,925;NA;NA;4261,375;-376,075;566,900
2022-09-06;5;15517,375;11610,900;NA;NA;3940,388;-452,638;568,475
2022-09-06;6;16096,400;12296,925;NA;NA;3832,238;-615,263;714,975
2022-09-06;7;18241,975;14244,200;NA;NA;3936,663;-559,138;639,388
2022-09-06;8;20091,238;15268,313;NA;NA;4761,175;-498,425;572,288
2022-09-06;9;21039,163;14947,175;NA;NA;5958,525;-471,613;615,950
2022-09-06;10;21216,963;13863,975;NA;NA;7287,000;-511,100;598,350
2022-09-06;11;20650,150;12519,525;NA;NA;8244,500;-641,400;575,563
2022-09-06;12;20738,763;11727,325;NA;NA;9104,013;-433,563;391,650
2022-09-06;13;20572,238;11696,788;NA;NA;8928,200;-258,850;234,988
2022-09-06;14;20578,563;11846,125;NA;NA;8745,875;-281,438;280,675
2022-09-06;15;20585,288;12269,788;NA;NA;8248,925;-477,263;557,850
2022-09-06;16;20993,013;13377,100;NA;NA;7470,950;-185,800;336,413
2022-09-06;17;21004,113;14589,325;NA;NA;6296,863;-523,250;648,525
2022-09-06;18;20883,525;16017,525;NA;NA;4801,963;-564,325;634,775
2022-09-06;19;20809,613;16795,813;NA;NA;3893,975;-317,925;435,975
2022-09-06;20;21658,188;17403,325;NA;NA;4029,975;-350,838;578,075
2022-09-06;21;21901,513;17038,550;NA;NA;4881,950;-485,838;484,713
2022-09-06;22;20212,838;14739,750;NA;NA;5471,038;-475,563;501,488
2022-09-06;23;18395,963;12540,313;NA;NA;5698,088;-552,525;725,138
2022-09-06;24;17060,888;11215,488;NA;NA;5671,213;-957,425;1149,550
2022-09-07;1;15991,038;10370,963;NA;NA;5651,188;-635,325;853,888
2022-09-07;2;15529,113;10528,813;NA;NA;5665,425;-1046,225;829,650
2022-09-07;3;15226,288;10853,338;NA;NA;5401,338;-1232,300;707,013
2022-09-07;4;15186,163;11084,625;NA;NA;5083,650;-1264,088;783,313
2022-09-07;5;15407,000;11423,950;NA;NA;4722,663;-1113,913;862,063
2022-09-07;6;15943,450;11952,638;NA;NA;4408,300;-912,075;923,775
2022-09-07;7;18070,275;13590,175;NA;NA;4446,275;-849,063;929,150
2022-09-07;8;20037,688;14768,650;NA;NA;5210,663;-887,788;953,225
